,sentence_source,label,predicted,ks_test,best_distribution,distribution_summary,label_notes,sentence,e1,e2,e1_e2,likelihood_e2_arrow_e1,nytimes_e2_arrow_e1,edu_e2_arrow_e1,skynews_e2_arrow_e1,bbc_e2_arrow_e1,abc.net.au_e2_arrow_e1,springer_e2_arrow_e1,mit.edu_e2_arrow_e1,nationalgeographic_e2_arrow_e1,time_e2_arrow_e1,wikipedia_e2_arrow_e1,oreilly_e2_arrow_e1,gov.au_e2_arrow_e1,IMDB_e2_arrow_e1,wiley_e2_arrow_e1,smh_e2_arrow_e1,economist_e2_arrow_e1,ncbi.nlm.nih.gov_e2_arrow_e1,nejm_e2_arrow_e1
10,161,0,0,"KstestResult(statistic=0.1723529411764706, pvalue=0.7120330610957235)","{'beta': {'a': 0.7561721217666595, 'b': 0.7726272899251623, 'loc': 0.18432402025126568, 'scale': 0.808869552887779}}","         sumsquare_error        aic        bic  kl_div
beta          734.377936 -29.249658  75.351631     inf
uniform       746.395442 -38.445809  69.961144     inf
norm          754.055210  -1.465474  70.134715     inf
t             754.056402   0.535802  72.967955     inf
gamma         754.128454   0.594519  72.969579     inf",dummy,Get neck pain relief by easing tension in the shoulders and upper back.,neck pain relief,easing tension,neck pain relief easing tension,0,0.22413793103448276,0.5753424657534246,,0.5082674335010784,0.4112271540469974,0.6510745891276865,0.40937500000000004,0.6739130434782608,0.44353518821603927,0.612565445026178,0.32142857142857145,0.7882136279926335,0.7226738934056007,0.7707006369426752,0.36283185840707965,0.1843240202512657,0.8999013806706113,0.993103448275862
11,163,0,1,"KstestResult(statistic=0.17888888888888888, pvalue=0.6449559475040232)","{'beta': {'a': 0.6583497669521092, 'b': 0.7206891474217746, 'loc': 0.5123318352002366, 'scale': 0.37347392787340267}}","          sumsquare_error         aic         bic  kl_div
beta          4377.786845 -179.035079  110.452170     inf
cauchy        4499.947795  -86.003678  105.166831     inf
logistic      4519.650492 -139.980523  105.245471     inf
norm          4540.583646 -151.097875  105.328647     inf
t             4540.586043 -149.099598  108.219028     inf",dummy,Most of the taste of strong onions comes from the smell.,taste,smell,taste smell,0,0.8431188351338658,0.7951408061844285,0.5128205128205128,0.8858057630736392,0.5123318385650224,0.66260162601626,0.6368563685636855,0.5291666666666667,0.7102593010146562,0.67524115755627,0.7430894308943089,0.7169069462647445,0.6235632183908045,0.6962025316455696,0.6731448763250883,0.7078384798099763,0.6331168831168832,0.5960061443932412
12,168,0,0,"KstestResult(statistic=0.15333333333333332, pvalue=0.9291031258744384)","{'beta': {'a': 0.7703166266401764, 'b': 0.6196106925740379, 'loc': 0.02648160907595501, 'scale': 0.4364588526494399}}","         sumsquare_error         aic        bic  kl_div
beta         4214.474143 -142.136755  80.276108     inf
uniform      4359.182872 -174.243955  75.711412     inf
expon        4404.642888 -112.764159  75.835907     inf
norm         4520.252701 -132.854728  76.146812     inf
gamma        4520.257014 -130.742277  78.631730     inf",dummy,A cancer survivor writes about the relatively rare occurrence of calcification of the breast after radiation therapy.,calcification,radiation therapy,calcification radiation therapy,0,0.20240137221269297,0.05924824803567637,,0.15963511972633979,0.3693379790940767,0.3263327948303716,0.22781065088757396,,,0.4236641221374046,,0.06420188693717879,,0.25606796116504854,,0.4629404617253949,0.05278531191320676,0.4103547459252157
13,169,0,0,"KstestResult(statistic=0.1535294117647059, pvalue=0.8257423573516292)","{'lognorm': {'s': 0.44781840462656064, 'loc': -0.11962027789699115, 'scale': 0.4276199088822581}}","          sumsquare_error        aic        bic  kl_div
lognorm       1190.145760  25.089086  80.726141     inf
invgamma      1190.639200  26.643934  80.733188     inf
gamma         1190.683873  20.259325  80.733826     inf
expon         1199.059322  29.881005  78.019775     inf
cauchy        1206.701683  96.619048  78.127782     inf",dummy,"Losing land to new white settlers, non-payment, past broken treaties, plus food shortages and famine following crop failure led to great discontent among the Dakota people.",famine,crop failure,famine crop failure,0,0.3539823008849558,0.08181493390496605,,0.5804878048780487,0.5916870415647922,0.269682935518347,0.5912240184757506,0.29740791268758526,0.06312482147957725,0.5121612230715774,0.1689272503082614,0.19900320398718407,0.8551810237203495,0.20295489891135302,0.20087976539589442,0.3588342440801457,0.23297491039426524,0.4205776173285199
14,171,0,0,"KstestResult(statistic=0.15555555555555556, pvalue=0.7926488635830221)","{'beta': {'a': 1.6529004678825703, 'b': 0.7893992817497921, 'loc': 0.10679111385603704, 'scale': 0.8892607201571674}}","         sumsquare_error        aic        bic  kl_div
beta          651.120730   8.967264  76.151307     inf
uniform       654.801984 -32.281520  70.472044     inf
norm          663.185799  11.976112  70.701045     inf
t             663.186096  13.973124  73.591425     inf
gamma         663.578175  13.607866  73.602064     inf",dummy,Subjects will be secured at all times with a safety harness to prevent injury from falling.,injury,falling,injury falling,0,0.6049107142857142,0.6427145708582834,0.6621880998080615,0.5335753176043557,0.760919540229885,0.9157347891168442,0.3587662337662338,0.4380403458213256,0.5558139534883721,0.9288888888888889,0.30309734513274333,0.8276025610623666,0.44959999999999994,0.8955420733315748,0.7773251866938222,0.16195652173913044,0.9960518340132043,0.858561967833491
15,172,0,0,"KstestResult(statistic=0.17941176470588235, pvalue=0.6700904014862898)","{'beta': {'a': 1.3343806052202491, 'b': 0.9802370421459088, 'loc': 0.4804235704927815, 'scale': 0.49877895793795485}}","          sumsquare_error         aic        bic  kl_div
beta          2041.373888 -127.082670  92.731658     inf
uniform       2054.654224 -139.706540  87.175468     inf
invgamma      2112.436174  -98.640824  90.480165     inf
gamma         2112.710057  -98.714162  90.482369     inf
norm          2112.751082 -100.606570  87.649485     inf",dummy,Diabetes drug shows promise for preventing brain injury from radiation therapy.,brain injury,radiation therapy,brain injury radiation therapy,0,0.8497576736672052,0.5772900763358779,,0.9792025284307363,0.948594149389378,0.6273458445040214,0.7054176072234764,0.8053204353083434,0.8570598489250435,0.7939972714870396,0.6436781609195402,0.6314199395770393,0.9530083443126922,0.6223043746149106,0.9447142572017829,0.8112724167378308,0.7319952774498228,0.4917355371900826
16,174,0,0,"KstestResult(statistic=0.1623529411764706, pvalue=0.7749781068961459)","{'beta': {'a': 0.973522603065389, 'b': 0.5130577777505658, 'loc': -0.05713651314007927, 'scale': 1.0399067749620805}}","          sumsquare_error         aic        bic  kl_div
beta           614.884569   42.136293  72.332614     inf
cauchy         617.315550  119.682682  66.733265     inf
uniform        626.120964   -7.618970  66.974041     inf
logistic       633.703078   49.483685  67.178669     inf
t              640.514226   37.207517  70.193626     inf",dummy,Entrepreneurship out of necessity is quite common in Europe where 60% of female headed businesses in Northern Europe and 70% in Southern Europe are established for this reason.,Entrepreneurship,necessity,Entrepreneurship necessity,0,0.5843596059113301,0.8629173989455183,,0.9569038843209527,0.6980802792321117,0.07273254129237902,0.6393188854489165,0.6125330979699912,0.643065693430657,0.6901359358661555,0.7949790794979079,0.03920981741993415,0.748496993987976,0.16293929712460065,0.982770261822001,0.8372827804107424,0.08338442673206622,0.49899598393574296
17,175,0,0,"KstestResult(statistic=0.23666666666666666, pvalue=0.3968407198713253)","{'t': {'df': 0.8577865150799593, 'loc': 0.9809684041923451, 'scale': 0.009051046279103005}}","          sumsquare_error         aic         bic  kl_div
t            56832.054971 -102.279631  131.721234     inf
cauchy       57074.476534 -102.968651  129.077032     inf
beta         61046.220813 -239.406843  135.502246     inf
logistic     62251.641385 -251.660815  130.379450     inf
norm         63252.690528 -298.718195  130.618742     inf",dummy,It has helped to revive a city whose primary natural resource -- its charm -- is constantly threatened with extinction from overdevelopment.,extinction,overdevelopment,extinction overdevelopment,0,0.9217611656636047,0.9912759655874115,,0.9787928221859706,0.9778207251978649,0.9795262946607789,0.9580838323353293,0.9932870633746729,0.9779889944972486,0.996704021094265,,0.860165593376265,0.9841156096978383,0.9914393788572566,0.8786565547128927,0.9360775776766278,0.977696303085854,
18,177,0,0,"KstestResult(statistic=0.13, pvalue=0.9488239006217507)","{'t': {'df': 1.4060750383957181, 'loc': 0.9255007859638407, 'scale': 0.041387292873015305}}","          sumsquare_error         aic        bic  kl_div
t             1503.143765  210.070863  81.001371     inf
cauchy        1515.529696  190.037319  78.360083     inf
beta          1575.147801  111.323230  84.522606     inf
logistic      1624.213798  190.137860  79.468224     inf
norm          1802.678378   70.980078  81.136219     inf",dummy,"I have always drawn satisfaction from exertion, straining my muscles to their limits.",satisfaction,exertion,satisfaction exertion,0,0.841254752851711,0.9884678747940692,,0.929144385026738,0.8530083777608529,0.9646739130434783,0.936007640878701,0.6754098360655738,0.8852843462966582,0.8877018949510366,0.9897816068924064,0.9181761399125546,,0.9512410230565704,0.8964552238805971,0.955863484731845,0.9332711152589827,0.4420180722891566
19,178,0,0,"KstestResult(statistic=0.1525, pvalue=0.8555756825234604)","{'beta': {'a': 1.4579028385374857, 'b': 0.7015888616566527, 'loc': 0.7009699456970842, 'scale': 0.2781289315637842}}","          sumsquare_error         aic         bic  kl_div
beta          9777.268796 -239.505192  113.733983     inf
cauchy       10274.287149 -144.928525  108.982152     inf
uniform      10285.078543 -279.632497  108.998949     inf
logistic     10326.705993 -214.006874  109.063576     inf
norm         10381.028423 -230.242516  109.147522     inf",dummy,Mr C notes worsening of seizures and cognition with sleep deprivation and stress.,worsening,sleep deprivation,worsening sleep deprivation,0,0.9378344196906314,0.9196538936959209,,0.881913303437967,0.975582869426225,0.8738536078906386,0.7883597883597884,0.8452970297029703,0.9580954224329816,0.7471264367816092,,0.8421052631578947,0.7369402985074627,0.8964665946613177,0.9205548549810845,0.9354997538158543,0.9790988772608683,0.9231805929919137
20,181,0,0,"KstestResult(statistic=0.18333333333333332, pvalue=0.615343866231324)","{'beta': {'a': 28.307287206915888, 'b': 0.6627825495514557, 'loc': -4.041401744416201, 'scale': 5.03640978232127}}","          sumsquare_error         aic        bic  kl_div
beta          1886.718689   59.747159  95.301496     inf
cauchy        2115.488140  185.537635  91.580787     inf
t             2121.186903  201.265747  94.519583     inf
logistic      2216.302567  188.953823  92.418772     inf
norm          2319.355465   97.623506  93.236855     inf",dummy,Principals respond to a decrease in uncertainty with more aggressive strategies.,decrease,aggressive strategies,decrease aggressive strategies,0,0.7010221465076661,0.9555439025811338,0.8527918781725888,0.9170153417015342,0.9439494755836246,0.9897588938746592,0.9163346613545816,0.923224109064817,0.843558282208589,0.9433541480820695,0.9012687764328424,0.9588268471517203,0.8440766550522649,0.992896820020516,0.7722772277227723,0.4223826714801444,0.9950080379050681,0.9134045077105576
21,184,0,1,"KstestResult(statistic=0.22588235294117648, pvalue=0.38317268712060626)","{'gamma': {'a': 0.5022169967576795, 'loc': 0.0009158271584380984, 'scale': 0.07373495178134803}}","          sumsquare_error         aic         bic  kl_div
gamma        11226.625287  -73.456823  118.877753     inf
beta         11301.092564  -72.169327  121.823356     inf
lognorm      11416.072525  -76.945905  119.162231     inf
invgamma     12719.654832  -58.661180  121.000376     inf
expon        12945.423647 -118.464084  118.466259     inf",dummy,"The man cannot be too old, in his middle thirties, but his face exhibits more wrinkles from smiling than I've seen upon the mug of the happiest of grandparents.",wrinkles,smiling,wrinkles smiling,0,0.0385175689062409,0.003255135256482209,,0.0049037882481144796,0.005048408479183684,0.17816091954022986,0.02490128132806834,0.02573070197351986,0.04311251314405889,0.0019678181698349483,0.10818343045350898,0.03393501805054152,0.0009158271584380985,0.23227065712426803,0.014945652173913042,0.05545927209705372,0.016092720753773035,0.03601108033240997
22,185,0,1,"KstestResult(statistic=0.12777777777777777, pvalue=0.934676251379662)","{'uniform': {'loc': 2.5424599768457093e-05, 'scale': 0.9492165002519124}}","          sumsquare_error        aic        bic  kl_div
uniform        505.604336  -6.423674  65.817631     inf
beta           506.950810  19.016644  71.646247     inf
cauchy         507.413880  98.842032  65.881938     inf
logistic       509.235794  42.991131  65.946453     inf
t              511.738554  33.390507  68.925073     inf",dummy,But Hong Kong was able to recover from that and is now experiencing strong economic growth from exports.,economic growth,exports,economic growth exports,0,0.5071225071225072,0.7879818594104309,0.3865979381443299,0.6099137931034483,0.47275922671353254,0.9492419248516809,0.5821545157780196,0.6879875195007801,0.5916955017301039,2.5424599768457093e-05,0.20641282565130262,0.5341130604288499,0.07587366847318258,0.06618119511672735,0.7473309608540926,0.45630498533724334,0.8121827411167513,0.8512284774617914
23,186,0,0,"KstestResult(statistic=0.15588235294117647, pvalue=0.8103162277778493)","{'beta': {'a': 0.9444686598499725, 'b': 0.639980666576765, 'loc': 0.6328999519467788, 'scale': 0.3406546610510293}}","         sumsquare_error         aic         bic  kl_div
beta         5445.069812 -192.766914  109.410146     inf
uniform      5522.086876 -213.613317  103.982489     inf
t            5576.629789 -168.740668  106.982791     inf
norm         5576.637135 -170.742116  104.149600     inf
cauchy       5577.676147  -98.830037  104.152767     inf",dummy,"Furthermore, pain blocking by this cutaneous stimulus only lasts for a short period of time, whereas it is claimed that the effect of pain relief by acupuncture lasts for an extended period of time, sometimes months after the needle was removed.",pain relief,acupuncture,pain relief acupuncture,0,0.8421823507872574,0.9509401339961098,,0.9089783281733747,0.7573891625615764,0.8718422674060382,0.9062867215041129,0.761467889908257,0.8575634891424365,0.7400990099009901,0.7301587301587301,0.6867804684398571,0.6366874443455032,0.8782577650838986,0.8719052744886975,0.939381774387796,0.8121181262729125,0.9735546129978081
24,190,0,1,"KstestResult(statistic=0.21333333333333335, pvalue=0.5259601286871729)","{'invgamma': {'a': 0.7409157278221685, 'loc': -0.003986472969341184, 'scale': 0.011900594156183364}}","          sumsquare_error         aic        bic  kl_div
invgamma       427.383285  350.042252  58.368616     inf
lognorm        514.680032  303.935333  61.156579     inf
beta           598.185744  681.584029  66.119968     inf
cauchy         606.579097  651.665689  60.912874     inf
gamma          785.684326  211.147136  67.501724     inf",dummy,"Complications from these symptoms can include weight gain from excessive eggnog and chocolate intake, and sore throat from excessive singing.",sore throat,singing,sore throat singing,0,0.018380125227226825,0.016030235892089142,,,0.030303030303030304,0.09825870646766169,0.008425145819831496,,0.01650325802326289,4.0553910869170315e-05,0.0067502410800385736,0.09311844461499104,0.0005976574802661436,0.14202415660141607,0.02212975222243238,0.015039811265113537,0.442239546420978,0.9150208371081718
25,191,0,0,"KstestResult(statistic=0.22, pvalue=0.38861798856743857)","{'beta': {'a': 2.0590345114735245, 'b': 0.677615021166876, 'loc': -0.00820081357657165, 'scale': 1.0046505489564765}}","         sumsquare_error        aic        bic  kl_div
beta          711.511506  56.957744  77.747844     inf
uniform       820.510377 -20.730164  74.532730     inf
t             826.292506  47.160101  77.549503     inf
norm          826.293007  45.152695  74.659142     inf
lognorm       826.442930  47.203569  77.552779     inf",dummy,"The pipeline had to face the following main concerns from opposition: disturbance of animal migration patterns, environmental damage from spills, geological concerns and the Alaskan permafrost.",environmental damage,spills,environmental damage spills,0,0.34128630705394186,0.8775137111517367,0.638655462184874,0.5758928571428572,0.5446327683615819,0.9831359885181198,0.700657894736842,0.837620578778135,0.33877159309021115,0.8354806739345886,0.5088495575221239,0.9664623151821132,0.11276138362321673,0.9938753804965709,0.8741066520065971,0.5265306122448979,0.9964497353799047,0.8625921109666234
26,192,0,1,"KstestResult(statistic=0.16823529411764707, pvalue=0.7387687382759103)","{'beta': {'a': 0.870256209161149, 'b': 1.7477347026119716, 'loc': 0.16502463054187191, 'scale': 0.6661366304980811}}","          sumsquare_error        aic        bic  kl_div
beta          1241.681599 -55.908068  84.279998     inf
gamma         1249.546661 -34.512450  81.554127     inf
expon         1258.583140 -24.037412  78.843412     inf
lognorm       1258.653274 -27.866874  81.677572     inf
invgamma      1264.230783 -26.625335  81.752739     inf",dummy,"The tongue has taste buds, but a cat's appetite comes from the smell of the food and doesn't come from the taste of it.",appetite,smell,appetite smell,0,0.4354450681635926,0.24746450304259635,,0.27865168539325846,0.2395104895104895,0.48765432098765427,0.2301062912956047,0.16502463054187194,0.36386138613861385,0.22546012269938648,0.39230769230769236,0.4,0.26238738738738737,0.5609756097560975,0.4683908045977011,0.6925,0.6295081967213114,0.7819237147595356
27,194,0,0,"KstestResult(statistic=0.28294117647058825, pvalue=0.15685804091315825)","{'cauchy': {'loc': 0.9934510457386734, 'scale': 0.0032968782138097672}}","          sumsquare_error         aic         bic  kl_div
cauchy      426396.059071 -381.333869  177.874906     inf
logistic    471945.405459 -518.912940  179.600316     inf
t           477377.991926 -545.158663  182.628099     inf
norm        478603.277875 -553.873284  179.838464     inf
lognorm     478961.184380 -551.875283  182.684385     inf",dummy,Children with Asperger's Syndrome often experience anxiety from sensory overload.,anxiety,sensory overload,anxiety sensory overload,0,0.9908299658066521,0.9956987834279332,,0.9946044334655139,0.9933774834437087,0.9843838581662628,0.9755018797454358,0.9592061742006615,0.9935789117945252,0.9654894588424868,0.982532751091703,0.9928377377130155,0.978088281994284,0.9961315280464216,0.9891963349592013,0.9945934917882281,0.9988806868898681,0.9945504087193461
28,195,0,0,"KstestResult(statistic=0.19444444444444445, pvalue=0.5411886293246441)","{'beta': {'a': 41.41221963800369, 'b': 0.517765626159597, 'loc': 0.29918558533867967, 'scale': 0.7007903102304249}}","          sumsquare_error         aic         bic  kl_div
beta         81537.814726    4.365604  163.093595     inf
cauchy      154781.239755  -90.512937  168.849877     inf
t           156232.719751  -64.297398  171.908259     inf
logistic    157577.478078  -34.261021  169.172158     inf
norm        162887.322257 -183.015082  169.768703     inf",dummy,"This strategy may continue to provide the added benefit of enhanced growth from takeovers, since we anticipate merger activity to remain steady or increase.",growth,takeovers,growth takeovers,0,0.9560067681895092,0.9993918594217136,0.9990059642147118,0.9831106629694983,0.9728026306775365,0.9994680796999563,0.9922369029869929,0.998550491222419,0.9843581445523192,0.9991373189352711,0.9915973079526901,0.9852753055169974,0.980952380952381,0.9994423596537781,0.9824924281598582,0.8969151388736415,0.9999758955691045,0.9997925741547397
