sentence_source	label	label_notes	sentence
103	0	Comment:	"Arcane Subtlety reduced the threat caused by Polymorph by 40% at max rank, though the threat caused by the spell is minimal."
105	0	Comment:	"The beautiful hydrothermal features in the park (geysers, hot springs, mud pots, etc.), the uplift and subsidence, and many of the earthquakes are caused by the movements of hydrothermal and/or magmatic fluids."
117	1	Comment:	Forward motion of the vehicle through the air caused a suction on the road draft tube.
129	1	Comment:	"The malfunctions on Monday caused delays for patrons waiting to check out or renew books at the branches, and impeded access to personal accounts that allow users to renew or hold books online."
139	1	Comment:	"Water damage from roof leaks, plumbing leaks or flooding lead to the growth of molds."
145	0	Comment:	The discomfort from the injury was now precluding him from his occupation which involved prolonged procedures in the standing position.
152	1	Comment:	"The water pushed to the coast resulted in tides as much as three feet above normal, with waves of 5-10 feet atop these tides."
165	1	Comment:	"The charge is the source of an electric field, which carries energy-the electrostatic self-energy."
166	0	Comment:	The tardiness however has been caused by the arrival of my old man; who in true Bloodworth fashion has had me walking everywhere.
171	0	Comment:	The river had now turned into full flood after the deluge of rain a few days ago.
181	0	Comment:	She mentioned the scandal caused by a BBC documentary on the treatment of children in a special-needs home and asked how the state had responded to these.
189	0	Comment:	The World Health Organization(WHO) found that the radiation release from the Chernobyl accident was 200 times that of the Hiroshima and Nagasaki.
198	0	Comment:	"Also, in the midst of the confusion caused by the coup, the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion."
203	1	Comment:	The accident caused a major traffic snarl on the arterial road.
206	0	Comment:	"The various forms of idealistic, materialistic and agnostic philosophies are subject to the tension caused by the indicated situation."
215	0	Comment:	Contractions of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by irritation anywhere along the length of the nerve.
223	0	Comment:	Plantar warts are caused by a virus that infects the outer layer of skin on the soles of the feet.
269	1	Comment:	The stong earthquake caused a blackout on the sound stage and short-circuited some of the neon-tubed violins.
275	0	Comment:	"Tension Release by Mega Food contains Sensoril, a clinically studied extract of a Ashwagandha that helps to inhibit fatigue and physical tension from everyday stress."
283	1	Comment:	"Cardiovascular disease is one of the leading causes of morbidity and mortality in the UK, as well as in the developed and the developing world."
286	0	Comment:	Dizziness from nasal and sinus pressure usually can be seen on a good nasal examination and a CT of the sinuses.
296	1	"Comment: ""laws"" is a metonymy for ""rule of law"", which is a state"	This meeting establishes the laws which govern the church and the priorities for the coming year.
320	0	Comment:	"Phobia like fear from crowd, fear from insects, fear from height etc all contribute in developing the anxiety disorder."
332	0	Comment:	The hidden preamble or timing signal is employed to mark the time of commencement of the transmission of information pulses from a transmitter.
335	1	Comment:	"Doe's confrontation with the flight attendant caused a commotion on the plane, prolonged the flight's delay, and added to the aggravation already being felt by the passengers and crew."
344	0	Comment:	"The increase of the signal might correspond to formation of the high-density excitons, while the reduction of the signal originates from the relaxation."
345	0	Comment:	We estimate a wind speed associated with the devastation caused by the tornado.
347	0	Comment:	"The basic indicator of the health condition of trees, stands and forests is tree defoliation."
348	0	Comment:	The deficits are caused by people saving too much of their money.
352	1	Comment:	"Heat, wind and smoke cause flight delays."
353	0	Comment:	"In developing countries four-fifths of all the illnesses are caused by water-borne diseases, with diarrhoea being the leading cause of childhood death."
359	0	Comment:	The destruction caused by the bombing of Attorney General Palmer's home.
371	0	Comment:	The second biggest factor affecting the sound produced by a drum is the tension at which the drum head is held against the shell of the drum.
376	0	Comment:	The largest landslide triggered by the earthquake is located approximately 32 kilometers southeast of Muzafarrabad in a tributary valley of the Jhelum River.
380	1	Comment:	"The debris caused a crash on the Schuylkill, and it has been closed for hours because of the mishap."
381	0	Comment:	"A fire triggered by the blasts damaged eight buildings at the plant, including one that was burned down."
391	1	Comment:	Mechanical faults caused delays and cancellations on Wellington's suburban train services this morning.
400	0	Comment:	Relieve spinal stenosis by enlarging the spinal canal to relieve pressure on the spinal cord that has been caused by a herniated or bulging disc.
421	0	Comment:	Passengers have rights in the event of a delay or cancellation that has been caused by the airline.
428	0	Comment:	However Susanoo was in sorrow after the loss of his mother and he was raging in his kingdom.
429	0	Comment:	But the earthquake triggered by the eruption of Thera struck first.
432	1	Comment:	"Diabetes mellitus is one of the leading causes of irreversible blindness worldwide, and, in the United States."
443	0	Comment:	Getting help has reduced the time to reverse all the irritation that had been caused by the fungus.
448	0	Comment:	"On the other hand, the higher the satisfaction from the purchase, the greater the benefit of word-of-mouth referrals and repeat purchasing."
453	0	Comment:	District Judge without a jury and judgment was entered for the defendants on the ground that the accident was caused by the plaintiff's own negligence.
463	0	Comment:	The children descend the ladder after hearing the fire alarm which has been triggered by the wood work workshop catching fire.
484	1	Comment:	The incident caused a brief sensation on the Web among people suspicious that it was a political commentary.
500	1	Comment:	"And this is frequently cited as ""proof"" that saturated fats and cholesterol cause heart disease."
508	1	Comment:	"Many commercial soap, shower gel or cleanser products contain preservatives, colorants and chemicals that cause dryness, rashes, itchiness and roughness on the skin."
516	1	Comment:	Birchwood and Stockton Heath were called to the scene after pyrotechnics used during one of the performances caused a fire on the main stage.
517	1	Comment:	Like a catch-22 the worst part is that acne causes stress and stress triggers acne breakouts.
518	0	Comment:	The US patent system is in a crisis that has been caused by the flood of patent applications being filed at the USPTO every year.
528	0	Comment:	Viral gastroenteritis is a highly contagious infection of the intestines caused by one of several viruses.
536	1	Comment:	Diet fizzy drinks and meat cause heart disease and diabetes.
537	0	Comment:	"We explore the experience of grief after the loss of a parent and offers support; we also make simple suggestions, and we provide a place for sharing memories."
540	0	Comment:	The war mentality was generated by the Iraq war in combination with the constant drum beat of fear at home.
545	1	Comment:	Preeclampsia is still one of the leading causes of maternal mortality.
551	1	Comment:	The demolition was the cause of terror and communal divide is just a way of not letting truth prevail.
559	1	Comment:	"The outbreak resulted in 256 deaths and 3,402 injuries."
576	0	Comment:	"Sip the tea slowly to reduce stomach pain from indigestion, bloating and feeling of fullness."
578	1	Comment:	"Alcohol, substance abuse and poverty all lead to child abuse."
579	1	Comment:	The ATM malfunction caused a rush on the ATM machine until the police sealed off the area.
593	1	Comment:	"Sodium causes fluid retention, which can lead to edema (swelling), increased blood pressure, and in those susceptible patients, congestive heart failure."
602	0	Comment:	In businesses generally the third party claims for the damages that has been caused by the company vehicle.
616	1	Comment: redistribution caused by law	The law established a major redistribution of territorial sovereignty within the Empire.
617	1	Comment:	Infectious mononucleosis due to the Epstein-Barr virus causes exudative tonsillitis or pharyngitis in about one-half of cases.
622	0	Comment:	"During the trial, the prosecution presented ""pictures of burning bodies and human remains as well as images of the explosion triggered by the Pentagon crash."
625	0	Comment:	Extensive damage at the mine has been caused by the strikers.
643	0	Comment: modality is outside	"I too, get a headache from wine, and was always told that it was the sulfites."
657	0	Comment:	"Describing all of the harm caused by the hurricane has filled entire books so this Web page summarizes the total damage and focuses on the damage incurred on Long Island, New York."
665	0	Comment:	"Information is included on the disease caused by the organism, its transmission, geographical distribution, and hosts."
671	1	Comment:	"Infection is one of the commonest causes of death in burn patients, particularly."
674	0	Comment:	I was diagnosed with bipolar disorder following a breakdown triggered by the sudden death of my brother six years ago.
686	1	Comment:	The reactor meltdown caused a chain reaction that destroyed all the towers in the network.
693	0	Comment:	Convulsions that occur after DTaP are caused by a fever.
704	0	Comment:	"As the vehicles caught fire after the collision, the transformers began to explode one after the other."
706	1	Comment:	Fog or smoke cause irritation to those with respiratory sensitivity.
714	1	Comment:	"The sinking resulted in the loss of 112 lives, including those of 28 Americans."
719	0	Comment:	Chronic daily headaches are tension headaches or headaches which are caused by taking too many pain killers.
736	0	Comment:	"Pneumococcal meningitis is caused by pneumococcus bacteria, which also cause several diseases of the respiratory system, including pneumonia."
746	0	Comment:	Also (on a proportional basis) the rainbow caused by the spray appeared smaller than that of the other rainbow.
756	0	Comment:	The changes now seen in the endometrium are caused by a hormone called progesterone.
758	1	Comment:	"The waste, a mixture of gasoline, water and caustic soda, gave off toxic fumes."
772	0	Comment:	Weak ligaments are caused by problems with collagen (protein fibres in the ligaments).
776	1	Comment:	This article discusses the ethics of the Soldier of Fortune's guns-for-hire advertisements that resulted in several murders across the United States.
802	1	Comment:	"The battle caused a panic on the frontier, and settlers in the surrounding counties fled."
806	0	Comment: Cause-Effect (satisfies c - Objects emitting radiation/heat/light... are regarded as Causers of such emissions)	"For decades, most of the nation's renewable power has come from dams, which supplied cheap electricity without requiring fossil fuels."
809	0	Comment:	"The optical signal is generated by an externally modulated tunable laser, and introduced to the chip through a tapered fiber."
810	0	Comment:	The byelection was caused by the resignation of Boris Johnson following his election as mayor of London in May.
811	0	Comment:	Swissair was a victim of the clandestine wealth-transfer plaguing the productive sector as a result of the falling interest-rate structure caused by bond speculation.
817	0	Comment:	He received reports from the residence hall presidents regarding evacuation after the fire drill.
825	0	Comment:	"The tsunamis triggered by the massive earthquakes plunged those provinces into crisis: the number of people dead and missing has reached to 245,782 people."
828	0	Comment:	We have to take into account the reality of the damage that has been caused by the deregulation of nutritional supplements.
837	1	Comment:	"Estrogen dominance is one of the main causes of osteoporosis, cancer, ovarian cysts, fibroids and a host of other female problems in the U.S."
858	1	Comment:	The great news is that germs causing recreational water illnesses are killed by chlorine.
877	0	Comment:	The disruption has been caused by a sensitivity reaction in the brain to an ingested substance.
878	0	Comment:	"The enormous landslide, which was triggered by an exceptionally heavy rainfall event (500 mm in 24 h) on 30 October 1998."
897	1	Comment:	The heated gas caused a pyrolysis on the lower part of oil shale and produced shale oil and oil shale gas are escaped from the retort through exhaust pipe.
912	1	Comment:	The low oil prices caused the collapse of the wall and the Russian empire.
917	0	Comment:	The pain was caused by the parasite entering the body through the skin during bathing or drinking of infested water.
920	0	Comment:	"The reaction starts at a rather low temperature ( + 5C), and the calorimeter is run from 40 to 130C."
955	0	Comment:	I derive a tremendous amount of joy from teaching students in the research laboratory.
959	0	Comment:	A very serious problem ensued from the events of the day.
963	0	Comment:	A first revolution was triggered by the growing use of reading and writing.
970	0	Comment:	"The vibration caused by a heavy goods train on the Metropolitan Railway, which runs under the Exhibition premises, had shaken the figure off its balance."
976	0	Comment:	"Voltage surges or spikes are caused by lightning, short circuits, power company equipment problems, and inductive spikes, among many other causes."
978	0	Comment:	"The recovery is weak and fragile, and the economic and social damage caused by the crisis is long-lasting."
979	0	Comment:	The cutaneous mycoses are caused by a homogeneous group of keratinophilic fungi termed the dermatophytes.
980	0	Comment:	"Recovery from the global economic crisis triggered by the collapse of Lehman Brothers was achieved with cooperation from Brazil, Russia, India and China."
981	1	Comment:	The microphone converts sound into an electrical signal.
995	0	Comment:	Swelling of the resin is caused by the expansion of the structure as a result of water (or other liquid) molecules penetrating the matrix.
996	0	Comment:	"There were setbacks and technical problems that ensued from the location design, flooding, and moisture that plagued the winery and bumped up the investment cost beyond the initial budgetary estimates."
1003	0	Comment:	"We find evidence that Ernst suffered a thrombotic cardiovascular event, i.e., a myocardial infraction triggered by a blood clot."
1023	0	Comment:	"The breakdown of the linear relation of J,1 D at peakeffect region indicates that the peakeffect originates from an addition pinning effect."
1035	0	Comment:	"However, a headache from wine is often stronger and last longer due to several compounds."
1039	1	Comment:	The Maze procedure crates new pathways for the electrical impulses that trigger the heartbeat.
1045	0	Comment:	We discovered that my chronic migraines and neck pain were caused by the injuries I had sustained in my first car accident two and a half years ago.
1052	1	Comment:	"The continuous rains had caused the overflow of Sulangaling River, a creek of the Muara Batang."
1058	1	Comment:	"Sun and wind cause evaporation of water, causing rains, and this energy can be caught using hydroelectric power."
1062	0	Comment:	He schose the better approach: to be honest and understanding and to acknowledge the distress caused by the hallucinations or delusions.
1064	1	Comment:	"Fatigue corrosion and stress corrosion are similar, as both are caused by external stresses applied to the pipe and occur inside of the pipe."
1081	0	Comment:	The best kept secret for avoiding abdominal weight gain due to stress is the use of adaptogens.
1094	0	Comment:	"Vietnam's response on the toll caused by the earthquake in Sichuan, China."
1108	0	Comment:	"Their analysis demonstrates beyond any doubt that the problem of unemployment has been caused by the state, not by any inherent flaws or failures in a free market."
1117	1	Comment:	The inequality and poverty caused the riots in 2001.
1139	0	Comment:	It seems like the fever heat got pushed out from the body as rashes.
1168	0	Comment:	The yellow discolouration has been caused by the damaging acidic properties of the low-grade mount used in the original frame.
1183	0	Comment:	The damage caused by the tsunami - at least the physical damage - is barely visible in some places.
1202	0	Comment:	The gaps in the rings are caused by resonance between the particles in the rings and the moons orbiting nearby.
1220	1	Comment:	"The resulting conflict caused the destruction of the town, and The Conqueror, Wisecrack, Jackdaw and most of the citizens of the town were transported to a demon-dimension."
1222	1	Comment:	"As the right front wheel of Senna's car hit the wall, the violent impact caused a torsion on the steering column, causing it to break."
1230	1	Comment:	The weather resulted in several deaths and hundreds of accidents.
1245	1	Comment:	Sixty five million years ago an asteroid caused the extinction of the dinosaurs.
1247	1	Comment:	Amtrak expects a normal rush hour after a fatal accident near Baltimore caused delays along the Northeast corridor.
1248	1	Comment:	"As we saw earlier, helicobacter is responsible for causing stomach ulcer."
1249	0	Comment:	"Over 90% of the cases of ringworm of the scalp are caused by Trichophyton tonsurans, a fungus that infects the hairs and causes them to break."
1252	0	Comment:	Many shoulder problems are caused by the breakdown of soft tissues in the shoulder region.
1255	0	Comment:	"Tulip mania, in the 1600s, was caused by the massive influx of newly discovered Gold into Amsterdam from the new world: in particular the capture of the Spanish Treasury fleet."
1261	0	Comment:	"Currently, there is no known cure for asbestos cancer but several mesothelioma treatment regimens have proven to be successful in helping the patient avoid pain and discomfort caused by the disease."
1273	0	Comment:	The patient experiences displaced emotional and financial deprivation as well as anger after the divorce.
1293	1	Comment:	Smoke is one of the leading causes of kidney failures.
1296	1	Comment:	Germs are microscopic organisms that cause sickness or disease.
1305	0	Comment:	"Yellow fever is caused by infection with yellow fever virus, which is transmitted by the bite of infected mosquitoes."
1327	0	Comment:	"Even though his 16-month old suffered from severe burns on her body caused by boiling water spilled on her, father refuses to allow ambulance to take his daughter to Hadassah because 'rabbi advised otherwise'."
1351	1	Comment:	"Atopic dermatitis, the most common type of eczema, causes itchiness that's worse in the colder months."
1364	0	Comment:	Botulism is a rare but serious paralytic illness caused by a nerve toxin that is produced by the bacterium Clostridium botulinum.
1372	0	Comment:	"The benefits from inflation which Professor Mulligan cites (e.g., bailing out underwater mortgagers) are better understood as a government sponsored transfer of wealth from savers to speculators."
1375	0	Comment:	"The concerto comes from the pop of gas bubbles escaping the joints, snapping tendons and ligaments, and rickety arthritic joints."
1389	1	Comment:	A urinary tract infection (UTI) is the most common cause of bladder irritation.
1391	1	Comment:	"The protest resulted in hours of traffic jams on Guangzhou's major roads, such as Guangyuanxi Lu, Huangshidong Lu and Dongfeng Lu."
1394	0	Comment:	Evacuees with disabilities had a difficult time conveying the trauma caused by the unexpected arrival of uniformed officers who ordered them out of their homes and sometimes forcibly removed them.
1398	1	Comment:	Highly viscous lavas lead to a violent eruption.
1404	0	Comment:	The cysts are caused by chronic inflammation of the perichondrium with production of serous fluid between the perichondrium and cartilage.
1406	0	Comment:	"Some posters (e.g. number 18) encouraged the population of areas near the front to evacuate, thus avoiding the overcrowding and ensuing problems of food distribution and disease caused by the incoming refugees."
1408	1	Comment:	"If a participant complaint is the source of an investigative lead, interim contact with the participant should be made by the investigator."
1411	0	Comment:	The violence has been caused by the Hutu militia who fled Rwanda after the genocide in that country and who have been in hiding in the forest in Congo.
1412	1	Comment:	The clock struck twelve with a loud chime that made me jump.
1426	1	Comment:	Signs placed at the flagpole island at the village square caused a stir on the Linglestown forum on PennLive.com.
1435	0	Comment:	"Lena Basilone, a cook at Camp Pendleton, was in the hospital recovering from a severe kitchen burn after the spilling of scalding liquid on her feet."
1436	0	Comment:	Gross revenues from the selling of crude oil in 2003 reached US$11.508 billion or some 112.85 percent of the amount targeted in the 2003 state budget.
1437	0	Comment:	"Whooping cough is another name for the pertussis, an infection of the airways caused by the bacteria bordetella pertussis."
1446	0	Comment:	"And it is why we are even prouder to announce that the appeal - thanks to the generosity of our readers - has raised 26,000 pounds, despite the hardship that has been caused by the recession."
1447	0	Comment:	The problems are caused by buffer overflows when parsing an overly long parameter.
1474	0	Comment:	Discussion ensued from the Florida contingent on the fact that very stringent landowner protection laws in Florida make it imperative that the highest supportable appraised vallue be offered first.
1512	1	Comment:	"We find the candle light creates a special atmosphere not only for food, but ambiance for a relaxing convivial meal as well."
1517	0	Comment:	"Symptoms vary according to the degree of inflammation caused by the bacteria, ranging from slightly loose stools to bloody diarrhea, abdominal pain, and fever."
1521	1	Comment:	High winds caused delays and cancellations of some state ferries.
1522	1	Comment:	The front wheels are making a grinding noise.
1523	1	Comment:	Williams syndrome: a genetic disorder that results in selective cognitive impairment.
1535	0	Comment:	And the economic crisis was generated due to the sub-prime mortgage mess brought about through government intervention in the market to promote progressive ideals (ie extending loans to low-income borrowers).
1537	0	Comment:	"By the late 1980s, however, the Bank was caught up in the debt crisis in the developing world caused by the recession and the dramatic rise in interest rates."
1541	0	Comment:	The risks to housing and general corporate profits from inflation were quite clear and the defensive strategy over the long term has paid dividends.
1545	0	Comment:	There is relatively little discomfort from this surgery and most individuals rarely take more than Tylenol for their discomfort.
1547	1	Comment:	"Fats from meat and dairy cause heart disease, the leading killer of people with diabetes."
1553	0	Comment:	The contortions are caused by gravitational interactions with the small satellites Prometheus and Pandora.
1571	1	Comment:	"This smile, a true reflection of God's tenderness, is the source of an invincible hope."
1573	1	Comment:	"The earthquake caused a bulrush marsh at West Point, on the Puget Sound shore in Seattle, to drop and the tsunami deposited sand on top of the marsh."
1574	0	Comment:	The greatest amazement was caused by the floats.
1580	0	Comment:	"Treatment of cardiovascular collapse from caffeine overdose with lidocaine, phenylephrine, and hemodialysis."
1595	0	Comment:	"To date, all outbreaks of the highly pathogenic form of avian influenza have been caused by viruses of the H5 and H7 subtypes."
1603	0	Comment:	Wes Anderson has made one classic comedy(The Royal Tenenbaums) fueled by the tension from the characters' longings to burst out of the trappings in which they are framed.
1616	1	Comment:	"In general, the greatest hypocalcemic effect was achieved by those liposomal preparations that resulted in the most sustained increase of L-hCT and F-hCT in plasma."
1629	0	Comment:	Poverty is caused by overpopulation.
1633	1	Comment:	The economic setbacks of 1893 had created unemployment and poverty which caused migration in search of new opportunities.
1642	1	Comment:	The software caused a pretty good drain on the CPU for some reason.
1645	0	Comment:	The harm has been caused by the invitation system.
1649	0	Comment:	Alfred Nobel created his fortune from the selling of explosives that utilized nitroglycerin.
1651	1	Comment:	Proper washing and skin care can help to remove bacteria and oils which cause acne.
1657	1	Comment:	The lack of stability caused a strong reliance on the colonizers.
1670	0	Comment:	"The eruptions are caused by tectonic forces or by the compaction of sediments at the deltas of large rivers, such as the Mississippi."
1676	0	Comment:	Lenin and the other leaders of the Soviet Union set about repairing the damage caused by the revolution and the civil war.
1685	0	Comment:	"The reaction from the international press, which I am sure you here in Tokyo have noticed, has been very wide and detailed."
1688	1	Comment:	"When the first model sank in August 1991, the crash caused a seismic event registering 3.0 on the Richter scale, and left nothing but a pile of debris at 220m of depth."
1698	1	Comment:	"For example, driving recklessly and causing an auto accident that result in the death of another driver or passenger could be qualified as manslaughter."
1699	0	Comment:	That coupled with the death and destruction caused by the storm was a very traumatic experience for these residents.
1704	0	Comment:	The infection came from a wound.
1706	0	Comment:	The emission of electromagnetic radiation from cell phones continues to become a growing concern.
1719	0	Comment:	Sumatera (Yagasu) made a profit from the selling of women groups' handicrafts activities.
1728	1	Comment:	"Frustrations, threats, and conflicts cause stress."
1747	0	Comment:	"Cyber squatter- A person who buys domain names, and holds them with the intent of making a profit from the selling of the domain name."
1758	0	Comment:	"The muscular dystrophies are caused by genetic defects, which means they are inherited at birth."
1764	0	Comment:	"In a two-mirror telescope equipped with an active optics system usually M2 is used to correct the aberrations originated by optical reasons, i.e. defocus and coma."
1765	1	Comment:	"The addition of water to the tank caused a runaway chemical reaction, resulting in a rapid rise in pressure and temperature."
1770	1	Comment:	"Snails and slugs cause damage to seedlings, flowers, vegetables and shrubs."
1778	1	Comment:	The snowstorm caused a major catastrophe on the West Virginia Turnpike.
1780	1	Comment:	Glaucoma is one of the leading causes for blindness and currently about 90 million patients worldwide are affected by the disease.
1784	1	Comment:	There are everyday actions that can help prevent the spread of germs that cause respiratory illnesses like influenza.
1785	0	Comment:	The outbreak was caused by the live polio virus that is used in vaccines given orally the preferred method in developing countries because it is cheaper and doesn't require medical training to dispense.
1811	1	Comment:	"These drugs also cause headaches and nausea, affect your internal organs and raise your bad cholesterol."
1815	0	Comment:	Well I know quite a few people who get dissatisfaction from laughing at retards.
1826	1	Comment: growth is an event.	Immigrants accounted for more than half of Britain's population growth in recent years.
1828	0	Comment:	Iraqi soldiers inspect the damage after the explosion in a school in Baghdad.
1866	0	Comment:	The broker is entitled to commission from the selling of your property.
1875	1	Comment:	Parental pressures of unemployment and poverty lead to drug abuse and alcoholism or stress and depression which have a profound effect on children.
1889	0	Comment:	The magnetic field is generated by an electric current circulating in the star's interior.
1892	1	Comment: the species are involved in the making of noise	The species makes a squelching noise.
1897	1	Comment:	"The political unity of the Iroquois was the source of their power, but it was by no means perfect."
1905	0	Comment:	Here are the news reports and photographs of the devastations caused by the storm.
1917	0	Comment:	The movement of the flag on the surface of the moon was caused by the vaccum.
1922	1	Comment:	"Propionibacteria acnes, or P. acnes, are the bacteria responsible for acne breakouts."
1935	1	Comment:	Oil extraction in the Amazon has already caused the extinction of the Tetete and Zaparo nationalities and continues to threaten indigenous peoples.
1938	0	Comment:	The 100 MHz RF signal for the amplitude modulator was derived from a pulse pattern generator (PPG).
1941	0	Comment:	"The first seismic arrival from an earthquake is the P wave, which is usually relatively low-amplitude."
1946	0	Comment:	"These centres, along with appropriate educational and psychosocial interventions, helped children overcome the trauma and stress caused by the earthquake."
1948	1	Comment:	American skiier Lindsey Vonn denied downhill treble as fog caused cancellation in Val d'Isere.
1971	1	Comment:	The tsunami resulted in significant property damage but only two fatalities in RS.
1983	0	Comment:	"By the end of the work day, the anger was radiating from the city."
1987	0	Comment:	"In view of the terrible destruction that was caused by the flood waves, we have to fear that a number of Germans, clearly in the three-digit numbers, will be among the dead."
2001	0	Comment:	It's hell in the hospitals where the amputees's screaming after the lapse of morphine is heard all the time.
2005	1	Comment:	Scientists discovered that these drugs were related to heart valve disease.
2015	1	Comment:	The criminals that caused the fire illegally entered our country.
2047	1	Comment:	"A jack-knifed lorry caused delays on the A27 eastbound between Havant, Hampshire, and Chichester, West Sussex."
2048	1	Comment:	"Viruses that cause respiratory illness typically are capable of causing a range of clinical manifestations, and asymptomatic infections are possible."
2071	0	Comment: modality and negation are outside	"92% of the CO2 emissions are caused by the lorries, but this is not fair so a different distribution method is needed."
2076	0	Comment:	"Widely previously interpreted as precursory activity to the 1906 earthquake, they have been found to have a strong seasonal pattern and have been postulated to be due to large seasonal sediment loads in coastal bays that overlie faults as a result of the erosion caused by hydraulic mining in the later years of the California Gold Rush."
2089	1	Comment:	"A shortage of folate cause megaloblastic anemia, where red blood cells are large and pale."
2094	1	Comment:	Rains and melting snow lead to Genesee County's biggest sewage spill of the year.
2097	1	Comment: (a) is satisfied	A stereo buss outputs the stereo buss signal; a record buss outputs the record buss signal.
2100	0	Comment:	"Marital breakdown is often attributed to unresolved grief from infertility, miscarriage, and the loss of a child."
2104	1	Comment:	"In addition, a brief biography establishing her credentials was included at the end of the report."
2117	0	Comment:	"In addition, soil and river systems have been contaminated by the harsh chemicals used in cocaine production and the air has been polluted by the smoke caused by the burning of jungle and forest for coca bush cultivation."
2125	0	Comment:	"The recession caused by the stock bubble was relatively mild, but so was the recovery."
2134	0	Comment:	"In the Senate, the sizzle comes from an issue ad bill from Dem Sen. Jon Erpenbach."
2139	0	Comment:	"Cali, Colombia, for their series of articles on the emergency caused by a landslide on the highway leading to the coast."
2140	0	Comment:	The financial losses caused by the earthquake were estimated at $7 million.
2144	1	Comment:	The December 26th tsunami disaster is an example of a tsunami which was triggered by an earthquake.
2145	1	Comment:	"The violence resulted in the death of police ""capo"" Filippo Raciti, which caused widespread soul-searching and a week-long suspension of Italian football."
2149	0	Comment: modality is outside	"Discomfort from braces is similar to that of working out at the gym - the first few days you know you' done something different, but then the body adapts and the discomfort disappears."
2150	0	Comment:	"Because the fire was caused by fireworks, costs associated with suppressing the fire were also applied."
2155	0	Comment:	The Titan heats the dermis to cause collagen contraction while ensuring preservation the epidermis through continuous cooling.
2158	0	Comment:	The spiral light was caused by the missile.
2159	1	Comment:	One of these papers which was published in the journal Climate Research turned out to be so badly flawed that the scandal resulted in the resignation of the editor-in-chief.
2165	0	Comment:	"Bed sores (also known as: pressure sores, decubitus ulcers or pressure ulcers) are caused by pressure, which cuts off blood flow to parts of the body."
2171	1	Comment: the presentation is causing a debate	The presentation generated debate and there was general discussion on how journalists can better equip themselves to handle the challenges.
2179	1	Comment:	"On my backpacking trip, the insoles caused a hot spot on the left side of my right heel and a blister on the right side of my left heel."
2184	1	Comment: (a) is satisfied	Cities produce surprisingly low carbon emissions per capita.
2198	0	Comment:	"Excluding the current outbreaks caused by the H5N1 virus, only 24 outbreaks of highly pathogenic avian influenza have been recorded worldwide since 1959."
2201	0	Comment:	Alternators generate electricity by the same principle as DC generators.
2206	0	Comment: negation is outside	Many of the 550 deaths are directly and intentionally caused by the physician but not reported as euthanasia because they lacked consent.
2255	0	Comment:	"Smoke from wood fires in Tutbury Castle in Nottingham was considered unendurable by Eleanor of Aquitaine, wife of Henry II, causing her to move out in 1157."
2258	0	Comment:	The increase is caused by the absorption of UV radiation by the oxygen and ozone.
2267	0	Comment:	Take medicine to reduce sneezing and coughing from allergies.
