sentence_source	label	label_notes	sentence
66	0	"Comment: The pattern is at fault -- ""rout"" is not the name of a grouping; negation is outside"	As the Anglo-Norman force sustained but little loss in this battle, their archers at the onset showered a hail of arrows upon the Irish host who were not protected with mail armour, and shot them down in hundreds before they could get to close quarters; and then the charge of the heavy Anglo-Norman cavalry of mail-clad knights, completed the havoc and rout of the undisciplined Gaelic hosts.
67	9	Comment:	The first incarnation of this series was set in the 1940s, during World War II, when the princess left her native paradise island (where Amazon women had lived for centuries) to help the U.S. foil the Nazis.
68	7	Comment:	Cieply's story makes a compelling point about modern-day studio economics.
69	5	Comment:	We poured the milk into the pumpkin mixture.
70	9	Comment:	Lawyers in Detroit also worked overtime as several lawsuits ensued from angry and injured fans.
71	1	Comment:	The continuing Nigerian outbreak is the biggest ever caused by the vaccine.
72	4	Comment:	Our mercenary Army has now degenerated into a Godless cabal of mindless killers not unlike the Soviets that were butchering civilians in Afghanistan (exactly as sadistically as we have).
73	1	Comment:	The fire inside WTC was caused by exploding fuel.
74	5	Comment:	The epithelium from the knockout mouse bladder is migrating into the transplanted matrix.
75	9	Comment:	The staff was removed from his position.
76	1	Comment:	The suffering caused by the terrorists is the real torture.
77	7	Comment:	This love of nature's gift has been reflected in artworks dating back more than a thousand years.
78	8	Comment:	The court decided the objection by making the instalment order as sought.
79	1	Comment:	In a poetic twist, the tsunami triggered by the rock band forced many American jazz and blues singers to seek work in the United Kingdom, which is where Anderson found a receptive audience in 1965.
80	1	Comment:	Leakage and fire caused due to corrosion of bypass piping for recirculation gas at a fuel oil desulphurization unit.
81	2	Comment:	A team of students from Virginia Tech University have created a vehicle that allows vision impaired drivers to take control of the wheel.
82	4	Comment:	BMW's iDrive 4.0 brings in a horde of new features.
83	1	Comment:	The metal ball makes a ding ding ding noise when it swings back and hits the metal body of the lamp.
84	4	Comment:	It consists of an ensemble of ladies who are highly qualified to play various Arabic musical instruments.
85	8	Comment: (a) is satisfied	It underscores the need for continued surveillance of nicotine delivery in products created by an unregulated industry.
86	0	Comment:	Unlike other fish, grunion come out of the water completely to lay their eggs in the wet sand of the beach.
87	5	Comment:	A large marble was dropped into the bowl.
88	1	Comment:	Historical view of the damage caused by the 1693 Catania earthquake and the reconstruction activities.
89	1	Comment:	AI requested that the perpetrators be prosecuted to the fullest extent of the law, that adequate compensation be provided to the victims and that senior government and police officials offer apologies for the suffering caused by the responsible police officers.
90	0	Comment: Location. It cannot be Content-Container since the Content should be removable. It also cannot be Component-Whole since it violates (d).	The findings have been published in a special section of the academic journal Archives of Sexual Behavior.
91	9	Comment:	An Amtrak passenger who alarmed fellow passengers by talking about terrorist threats on a cellphone was pulled from the train and is being held in Colorado.
92	3	Comment:	The introduction in the book is a summary of what is in the text.
93	9	Comment:	The second simulation was started from the uncomplexed x-ray structure after insertion of the ligand into the binding site.
94	2	Comment:	This user plays games on a portable console.
95	9	Comment:	The ambitious Eurasia exhibition arose from an idea by Achille Bonito Oliva.
96	2	Comment:	The driver of the cement truck cleaned the loading chute on his truck with a truck-mounted water hose and began to pull away.
97	1	Comment:	The Marshall Plan also provided a way of gaining public acceptance in Europe for the New Deal format that the United States had successfully used before the war to end the recession triggered by the 1929 Wall Street crash.
98	4	Comment:	In the corner there are several gate captains and a legion of Wu crossbowmen.
99	1	Comment:	"Once they grow there, the swelling and inflammation caused by the infection closes off the sac, causing it not to ""shed"" bacteria, and protecting the bacteria inside from antibiotics and your body's own immune cells."
100	1	Comment:	Guitars are played acoustically; the tone is produced by the vibration of the strings which is amplified by the body of the guitar, which acts as a large hollow resonating chamber, or they may rely on an amplifier that can electronically manipulate tone.
101	0	Comment: score is not a product	Flowers are reborn from the soil and the climate begins to warm, all set to a score improvised by an orchestra of birds.
102	5	Comment:	He posted the answers to the website.
103	1	Comment:	Arcane Subtlety reduced the threat caused by Polymorph by 40% at max rank, though the threat caused by the spell is minimal.
104	2	Comment:	A programmer uses a high level language to implement its algorithms.
105	1	Comment:	The beautiful hydrothermal features in the park (geysers, hot springs, mud pots, etc.), the uplift and subsidence, and many of the earthquakes are caused by the movements of hydrothermal and/or magmatic fluids.
106	6	Comment: prototypical example	Flowers are nice, but don't last very long and the fruit in a fruit basket often goes bad.
107	3	Comment:	He decided to pad the heel of shoes with a shock absorbing insole or heel pad.
108	2	Comment:	From the Scots (Lingle) and French (Ligneul, Lignoul), comes a shoemaker's sewing thread, waxed and bristled (See Waxed End).
109	5	Comment:	One tablet per quart was dropped into a canteen and made the water safe to drink.
110	6	Comment: prototypical example	The tiny image of the Renaissance master is hidden in a carafe of wine in his 1597 oil painting Bacchus, one of his most acclaimed works.
111	6	Comment: prototypical example	Then I swept up the dust, which looked like sawdust, and put it in a plastic container, which was in a cabinet under the granite counter top.
112	9	Comment:	In the former method the acetone was distilled from an allraline solution after the excess oxidant had been destroyed with sodium.
113	7	Comment: We can assume that the roses are the topic of the guide.	In this comprehensive guide, over 850 roses are described, illustrated, and arranged by group.
114	9	Comment:	Chestnut flour was more common than wheat flour in the Italian Alps a century ago.
115	8	Comment: (a), (d) satisfied	For us the term artists' book simply means a book made by an artist; a book made as a work of art rather than as a literary artifact.
116	0	Comment:	My parents bought her a silver necklace almost identical to the one pictured.
117	1	Comment:	Forward motion of the vehicle through the air caused a suction on the road draft tube.
118	0	Comment: Webster says: babel: 2 often not capitalized a: a confusion of sounds or voices b: a scene of noise or confusion --- so not a set.	Paul Friedrich guides us through a babel of words, and worlds of the imagination ranging from his translations from five languages(notably the Russian of his literary studies) to the poetry of the Indian Mexico of his anthropological field work to America writ large -- super highways, a Vermont farm, father and child.
119	3	Comment:	The picture below shows a view chapel and west range of the inner courtyard of the castle.
120	4	Comment:	I was attacked by a flock of pigeons today.
121	0	"Comment: ""legal challenge"" is not a Message"	That decision was also the subject of an unsuccessful legal challenge.
122	9	Comment:	The exit temperature of an effluent stream from the low temperature steam reforming reactor is not higher than 600 C.
123	5	Comment:	Individual investors moved into the property.
124	7	Comment: questions are Messages; (b) is satisfied	One of the trickiest questions to answer in an interview relates to salary.
125	7	Comment:	This tradition has been narrated in prophet's early biographies.
126	2	Comment:	A thief who tried to steal the truck broke the igenition with screwdriver.
127	4	Comment:	After the Marian reforms the Legion was notionally a unit of heavy infantrymen armed with just sword and pilum, but even so it was normally fielded with attached auxiliary skirmishers and missile troops, and incorporated a small cavalry unit.
128	5	Comment:	The prosecutors carried guns into the court room.
129	1	Comment:	The malfunctions on Monday caused delays for patrons waiting to check out or renew books at the branches, and impeded access to personal accounts that allow users to renew or hold books online.
130	5	Comment:	Chemical weapons have been dropped into the lake.
131	9	Comment:	Many other dwarves also hailed from this infamous clan.
132	3	Comment:	The nose of a bloodhound is so good that evidence found by a bloodhound will hold up in matters involving the United States Supreme Court.
133	8	Comment: (a) is satisfied, model is a creative work	Global digital music sales grow as the music industry develops new business models.
134	8	Comment: (a) is satisfied	The devices were manufactured at the factory in Beaverton well into the 1980s, when production was shifted elsewhere and portions of the factory sold.
135	4	Comment: A muster is a gathering.	An expensive uniform and a strict ballot rendered it somewhat too exclusive in its character, but in the end it answered its purpose by becoming practically a muster of the National leaders of the present and the future.
136	0	Comment:	The train ride from station to station is approximate 30 minutes.
137	9	Comment:	The archaeological site yields relics from long-forgotten culture.
138	0	Comment:This definitely is not a set: it is a pattern, an arrangement.	A maze of interlocking jurisdictions and levels of government confronts average citizens in trying to solve even the simplest of problems.
139	1	Comment:	Water damage from roof leaks, plumbing leaks or flooding lead to the growth of molds.
140	0	Comment: Like infestation, it is not a set.	Warm weather is here, and with it comes the scourge of mosquitoes.
141	0	Comment: A process.	The formation of struvite stones is associated with the presence of urea-splitting bacteria, most commonly Proteus mirabilis (but also Klebsiella, Serratia, Providencia species).
142	0	Comment: Effort is not a concrete object.	Our army was successfully engaged during the day with strong rearguards of all arms on the Petit Morin River, thereby materially assisting the progress of the French armies on our right and left, against whom the enemy was making his greatest efforts.
143	4	Comment:	So when William did cross the Boyne on July 1st 1690, he had an army consisting of the riffraff of Europe's mercenaries.
144	9	Comment:	The overall geometry of the heart was extracted from the intensity data.
145	1	Comment:	The discomfort from the injury was now precluding him from his occupation which involved prolonged procedures in the standing position.
146	4	Comment:	Flames of purple, pink, yellow and blue dance in the air as a coven of sorcerers call forth energies from within the Empyrean.
147	4	Comment:	Out of the early morning haze, a convoy of articulated lorries pulls into the Gashouder square.
148	5	Comment: metaphor, temporal destination (b.4.)	This book has transported readers into ancient times.
149	0	Comment: We cannot say the programmers actually/directly use the environment.	We always try to maintain the best environment for programmers, starting with good salary and conducive working environment.
150	6	Comment: no movement	Indeed, a green or black basalt heart scarab was found put inside the body in its place.
151	9	Comment:	The first motorcycle was manufactured in a small wood building with only one room.
152	1	Comment:	The water pushed to the coast resulted in tides as much as three feet above normal, with waves of 5-10 feet atop these tides.
153	7	Comment:	The chapters in this book investigate issues and communities.
154	5	Comment:	He rescheduled the birthday party to the next day.
155	8	Comment:	The bacterial aerosol was generated from an up-draft nebulizer.
156	5	Comment:	People have travelled into space, but not the deep ocean.
157	9	Comment:	For those of you who are unsure what Afrikaans is, it is a language which originated from the Dutch which were the first settlers in South Africa and the unique language was evolved from other settlers from Malaya, Indonesia, Madagascar and West Africa.
158	8	Comment: (a) is satisfied	Beaver dams are created as a protection against predators, such as coyotes, wolves and bears, and to provide easy access to food during winter.
159	7	Comment:	So, the theme of the play has to do with religion.
160	7	Comment:	There has been intense debate over the circles' origins.
161	3	Comment:	I have recently developed creases in my ear lobes.
162	9	Comment:	Manufacturing extra neutral alcohol which is the basic ingredient used for making liquor, the commodity was largely used by companies making Indian Made Foreign Liquor (IMFL).
163	2	Comment:	Initially the user calibrates the microscope with a fluorescence lifetime standard positioned at the sample plane.
164	3	Comment:	The province comprises the southeastern part of Panay Island with island-province of Guimaras just across its coast.
165	1	Comment:	The charge is the source of an electric field, which carries energy-the electrostatic self-energy.
166	1	Comment:	The tardiness however has been caused by the arrival of my old man; who in true Bloodworth fashion has had me walking everywhere.
167	6	Comment: prototypical example	The key was in a chest.
168	9	Comment:	The residue was distilled from an Arbuzov flask.
169	4	Comment:	As the Gondorians moved forward the evil force started to withdraw, unleashing a rain of deadly arrows into the heavily armoured Gondorians.
170	7	Comment:	It is a medieval Latin manuscript relating the early history of the Isle of Man.
171	1	Comment:	The river had now turned into full flood after the deluge of rain a few days ago.
172	3	Comment:	He stopped rowing when the boat was opposite to the paddle wheel of the steamer, and the steamer stopped her engine at the same time.
173	2	Comment: There seems to be an anthropomorphic characterisation of the umbrella here.	This is the umbrella that peels the potatoes with a pencil and makes a pink ink with the peelings stood up.
174	9	Comment:	This American-style wheat ale is a light, unfiltered brew with a citrus aroma andflavor imparted by a late addition of lemon grass.
175	9	Comment:	The car left the plant.
176	3	Comment:	Our experience extends to 15 years continued promotion of this archipelago of nine islands.
177	6	Comment: prototypical example	To separate the solids at the end of the experiment, the clay was contained in a semi- permeable membrane tubing.
178	5	Comment:	This machine is blowing sand into molds.
179	0	Comment: Purpose-Tool	The cultivation consisted of plowing the crop with a double-shovel plow.
180	7	Comment: the chapter is about theology	The final chapter offers a theological survey of the use of the formula.
181	1	Comment:	She mentioned the scandal caused by a BBC documentary on the treatment of children in a special-needs home and asked how the state had responded to these.
182	3	Comment:	Isolated fractures of the shaft of the ulna, without other fractures, often result when the forearm is raised to fend off a blow.
183	0	Comment: violates b.1	We have placed the candidates into roles.
184	0	Comment: violates c.3	Frequent agitations throw academic life into disarray.
185	8	Comment: (a) is satisfied	Still other examples of the potter's ceramics are clad in slinky assortments of tassels and beads.
186	3	Comment:	The nasal cavity of birds contains turbinates (Bang 1971), cartilaginous structures that are thought to have as one of their functions water recovery from air.
187	0	Comment:	Thus, in simple words, a tendon attaches a muscle to a bone.
188	0	Comment:	Positions were denoted by black dots along the tracks, the adjacent numbers indicating the day of the month.
189	1	Comment:	The World Health Organization(WHO) found that the radiation release from the Chernobyl accident was 200 times that of the Hiroshima and Nagasaki.
190	6	Comment: the treas are in the bag	My dog ate a cellophane bag full of dog treats on Tuesday.
191	3	Comment:	The owl held the mouse in its claw.
192	5	Comment:	This is how grain was delivered to the wooden grain bins and hay was put inside the upper part of the rock barn.
193	8	Comment: (a) is satisfied	Police foiled an attempt to kill an artist who drew a cartoon depicting the Prophet Muhammad that sparked outrage in the Muslim world.
194	5	Comment:	"When Woody Harrelson received a copy of the screenplay for ""Zombieland"" last year, he stuffed the paper into his duffel bag of unread scripts and promptly forgot about it."
195	4	Comment: Look at en.wikipedia.org/wiki/Treasure_trove -- it is a collection.	The city is a treasure trove of terrific libraries, interesting museums, and wonderful Victorian architecture complemented by the incomparable work of Scotland's greatest architect, Charles Rennie Mackintosh.
196	3	Comment:	We leave the bail of the reel open and place your the rod in a double mounted set up as shown on the facing page.
197	9	Comment:	The Mapungubwe Collection at the University of Pretoria features remarkable works from the largely forgotten kingdom of Mapungubwe that flourished near the confluence of the Limpopo and Shashe Rivers between 1000 and 1300 AD.
198	1	Comment:	Also, in the midst of the confusion caused by the coup, the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion.
199	8	Comment: (a) is satisfied	The title is taken from an 1813 book by a Virginia planter and senator named John Taylor.
200	4	Comment:	In the same way, a society is built up of many individuals.
201	2	Comment:	The scientist approached the big cat with a notepad and a pencil in her hands.
202	9	Comment:	The bottom photo is from the New York public library.
203	1	Comment:	The accident caused a major traffic snarl on the arterial road.
204	0	Comment:The team is not a collection of surgeons.	Two plane crash survivors have paid a special visit to the Hutt Hospital surgeon whose team helped to re-build their shattered faces eight years ago.
205	6	Comment: prototypical example	The dress was in a trunk dated summer of 1938 along with several other dresses from this same period.
206	1	Comment:	The various forms of idealistic, materialistic and agnostic philosophies are subject to the tension caused by the indicated situation.
207	4	Comment:	From him, Cain learns that Alexis had survived his suicide and became the leader of that organization, renaming it Delilah.
208	8	Comment: (a) is satisfied	James Hagler, Venice's director of historical resources, has completed a picture book of the area's buildings.
209	5	Comment:	A program has fetched data into host variable arrays.
210	5	Comment:	Recently, only insignificant things arrive to theatres.
211	0	Comment:	Tissue damage and electrode corrosion are both associatcd with high charge density stimulation.
212	3	Comment:	Two of Walters's fingers are inside the koala 's pouch.
213	4	Comment:	In a former residence, your writer had an atrium containing a duel of dovesmoles numbering 22.
214	3	Comment:	To stand up to the wind, umbrella frames are strong yet flexible.
215	1	Comment:	Contractions of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by irritation anywhere along the length of the nerve.
216	9	Comment:	A 15 minute plane drive from runway to terminal is uncommon.
217	9	Comment:	The geometric skeleton is derived from a static object using an implicit 'directions' method.
218	8	Comment: (a) is satisfied	The filmmakers dug a large hole in the ground for the scene where the Narnians cause the pillars supporting the growth near Aslan's How to collapse on the Telmarines.
219	7	Comment:	It is a monthly report providing opinion and advice on current United States government contract issues.
220	2	Comment:	Governments, frightened of losing votes, resolved the crisis through subsidization.
221	0	Comment:	For Christmas, Daniel gave Kelly a Tiffany bracelet, and for Valentine's Day he bought a diamond necklace.
222	4	Comment:	We also passed a wake of turkey buzzards, and I was again glad to not be driving, because my car and I both have shaky nerves still, from the Great Turkey Buzzard Incident of '08.
223	1	Comment:	Plantar warts are caused by a virus that infects the outer layer of skin on the soles of the feet.
224	0	Comment:	The sensor was manufactured in a cost effective thin film process.
225	0	Comment: Compeer = peer (more or less). Not a set.	The putative left, we see, is just as eager as the nominal right to brand crime and violence with any hint of political motivation as terrorism, and therefore to remove it from the ordinary processes of criminal law and sanction, which are already quite draconian in these United States, and to animate parallel systems of harsher surveillance and punishment for the political compeers of such criminals.
226	3	Comment:	The list of the 10 Most Beautiful Women posted on the official Web site of the 2009 Australian Open was filled with sleek, thin images.
227	3	Comment:	The rope of the prayer-bell was there in a perfect state and coiled up.
228	2	Comment:	One man pours on a liquid while the other man stirs the mixture with a wooden paddle or spatula.
229	4	Comment:	Besides, the Chinese case also challenges some ideas of RSS theory, including the concept of alliance of different social classes and the role of working class in democratization.
230	5	Comment:	As the US and Colombian military put pressure on drug traffickers, operations are migrating into nearby countries.
231	6	Comment: prototypical example, the ewer has the cover in it	A conical cover preserved in a ewer in Athens accords extremely well with the form of these vessels.
232	3	Comment:	The front of the boring machine contains tungsten-tipped picks that workers guide with the use of laser projections on video screens.
233	5	Comment:	They incorporated the immigrant flows into microsimulation.
234	9	Comment:	I have always felt so relieved that Roy and the boys had left the creek.
235	7	Comment:	The first report analyses the adaptation strategies of the EU member states.
236	8	Comment: we consider power as government	Cook's discoveries prepared the way for establishment of a new penal colony by the colonial power.
237	0	Comment: violates c.3	This process passes on a health gene to the next generation.
238	2	Comment: we consider the eye as an actor.	A telescope assists the eye chiefly in two ways.
239	5	Comment:	The boy accidentally went into the girl's bathroom.
240	6	Comment: prototypical example.	The document is stored in the proper folder as a text.
241	7	Comment:	Unfortunately, they just had brief mentions and more pages were spent describing the clubs scene.
242	0	Comment:	The map to the left shows a snapshot of weather conditions in selected towns across Italy.
243	4	Comment:	I reflected on this while passing a passel of pigeons parading on a Loop sidewalk the other day.
244	0	Comment: resources go to promoting, not to wine=	The retailers poured resources into promoting low-alcohol wine.
245	6	Comment: prototypical example; no movement	Fiscus was the treasury of the Roman emperor, so-called because the money was stored in baskets.
246	5	Comment:	Hundreds of toxic chemicals were released into the atmosphere.
247	0	Comment: part is not a producer	The final part of the court is completed by the chapel, begun by Mary I in 1554 in memory of her father.
248	6	Comment: the mobile was contained in the belly of the cod (2) is satisfied	Mobile lost in the ocean was found in a cod belly.
249	7	Comment:	The flyer advertised a two-week workshop being conducted at the university this summer.
250	0	Comment:	The hotel arose from the reconstruction of historical building.
251	7	Comment: Edition = a book, presumably. About findings.	This revised edition incorporates new research findings and advances in the treatment of genetic disorders, including gene-directed therapies.
252	4	Comment:	Fish swim in a shoal, but they fall one by one.
253	5	Comment:	All bookmarks have been exported to a single file.
254	2	Comment:	The team used the newly-developed nanoparticle to build therapies for treating individuals with cardiovascular disease.
255	7	Comment:	Tobia made a stunning revelation in a phone call in September 2002.
256	4	Comment: Very specialied, as most funny names of animal groupings.	It was also home to a bale of snapping turtles and a siege of great blue herons.
257	5	Comment:	The indenter is pushed into the material, and both the load and displacement increase.
258	5	Comment:	The latest issue of Five Bells has been sent to poet union members.
259	3	Comment:	Cruisers and large yachts have much more sophisticated fittings that that require more skills.
260	2	Comment:	The accused killed the victim with a kirpan and separated the head from the body and threw it in a canal near Nabha.
261	4	Comment:	There are enough gills there to serve the oxygen demands of an entire shiver of whale sharks.
262	5	Comment:	The inhabitants send messages to each other by placing the message in a capsule and placing the capsule in a message tube.
263	3	Comment:	The finished doll was made with stockings for the face and a baby sock for the body.
264	7	Comment:	It is the document repository of extremely valuable archival documents illustrating the history of the Spanish Empire.
265	0	Comment:	"This ""all around immature nice guy"" is, above all, a choreographer, having devised the moves to the film adaptation of Hairspray."
266	0	Comment: this is not a product-producer, the package is not a concrete object.	The state has assembled a $230 million incentive package to lure the project, which could mean as many as 9000 jobs.
267	6	Comment: prototypical example	When you strike someone with a bottle full of carbonated beverage, apparently a vacuum is created and then quickly refills, which is somehow capable of breaking the glass.
268	6	Comment: Content-Container - the wire is not part of the pail, it's coilded in it (put in it.)	Welding wire is coiled in a pail and used as an electrode in an automatic or semiautomatic welding operation.
269	1	Comment:	The stong earthquake caused a blackout on the sound stage and short-circuited some of the neon-tubed violins.
270	7	Comment:	Various configurations have been illustrated in the drawings.
271	4	Comment:	Avci was the head of the chief of the police in Diyarbakir between 1984 and 1992.
272	3	Comment:	The series comprises some re-issues of the previous books, as well as new titles.
273	8	Comment: the student made the barricade	The agitating students also put up a barricade on the Dhaka-Mymensingh highway disrupting vehicular movement for about two hours from 10:30am to 12:30pm.
274	0	Comment:	The solution comprises the creation of a decentralized Internet host name resolution system with flat hierarchy on the basis of Metrized Small World data structure.
275	1	Comment:	Tension Release by Mega Food contains Sensoril, a clinically studied extract of a Ashwagandha that helps to inhibit fatigue and physical tension from everyday stress.
276	0	Comment: figurative speech; possibly a location.	With an innate desire to know and to do, mankind has progressed past placing a dead fish in every hill of corn, beans and squash.
277	5	Comment:	Mayans charted Venus's motion across the sky, poured chocolate into jars and interred them with the dead.
278	9	Comment:	The elephant descended from an aquatic animal.
279	0	Comment: Participation, not belonging.	A special meeting of the shareholders of Lydia Diamond was held on December 23rd, 2009 and the Sale was approved by the shareholders.
280	5	Comment:	He inserted a needle into the tattoo machine.
281	0	Comment:	The aim of this study, therefore, was to examine the embryo quality obtained from vitrified, warmed oocytes in a standard infertility population.
282	5	Comment:	"The letter was sent from group to group of the dispersed believers to try and build them up ""to encourage them"" to fill them with hope."
283	1	Comment:	Cardiovascular disease is one of the leading causes of morbidity and mortality in the UK, as well as in the developed and the developing world.
284	0	Comment:	The level surface closest to the MSS, known as the geoid, departs from an ellipsoid by about 100 m in each direction.
285	5	Comment:	After soaking them overnight, we slipped the beans into a fairly wide-necked wine flask that's been peeled of its straw wrapper.
286	1	Comment:	Dizziness from nasal and sinus pressure usually can be seen on a good nasal examination and a CT of the sinuses.
287	2	Comment:	Students actually benefit from study through an STS approach.
288	0	Comment:	In the 2006 campaign, the governor won the Hispanic vote with appearances such as one at Casa de Maryland.
289	6	Comment: prototypical example	The bomb was hidden in a handcart near the Mar Toma Church, also known as Church of St. Thomas, in the city of Mosul.
290	4	Comment:	She does, however, remember walking through campus when a chipper salesman gave her a fistful of bright orange coupons offering her and her friends complimentary slices of pizza.
291	5	Comment:	I have imported an audio book into the software.
292	5	Comment:	The soldiers moved into the deep jungle.
293	0	Comment:	The chair of the corporation, at the time of election, shall be either a former President, the retiring President, or a member (not emeritus) of the Corporation.
