sentence_source	label	label_notes	sentence
165	1	Comment:	The charge is the source of an electric field, which carries energy-the electrostatic self-energy.
166	1	Comment:	The tardiness however has been caused by the arrival of my old man; who in true Bloodworth fashion has had me walking everywhere.
171	1	Comment:	The river had now turned into full flood after the deluge of rain a few days ago.
173	0	Comment: There seems to be an anthropomorphic characterisation of the umbrella here.	This is the umbrella that peels the potatoes with a pencil and makes a pink ink with the peelings stood up.
181	1	Comment:	She mentioned the scandal caused by a BBC documentary on the treatment of children in a special-needs home and asked how the state had responded to these.
189	1	Comment:	The World Health Organization(WHO) found that the radiation release from the Chernobyl accident was 200 times that of the Hiroshima and Nagasaki.
198	1	Comment:	Also, in the midst of the confusion caused by the coup, the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion.
201	0	Comment:	The scientist approached the big cat with a notepad and a pencil in her hands.
203	1	Comment:	The accident caused a major traffic snarl on the arterial road.
206	1	Comment:	The various forms of idealistic, materialistic and agnostic philosophies are subject to the tension caused by the indicated situation.
215	1	Comment:	Contractions of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by irritation anywhere along the length of the nerve.
220	0	Comment:	Governments, frightened of losing votes, resolved the crisis through subsidization.
223	1	Comment:	Plantar warts are caused by a virus that infects the outer layer of skin on the soles of the feet.
228	0	Comment:	One man pours on a liquid while the other man stirs the mixture with a wooden paddle or spatula.
238	0	Comment: we consider the eye as an actor.	A telescope assists the eye chiefly in two ways.
254	0	Comment:	The team used the newly-developed nanoparticle to build therapies for treating individuals with cardiovascular disease.
260	0	Comment:	The accused killed the victim with a kirpan and separated the head from the body and threw it in a canal near Nabha.
269	1	Comment:	The stong earthquake caused a blackout on the sound stage and short-circuited some of the neon-tubed violins.
275	1	Comment:	Tension Release by Mega Food contains Sensoril, a clinically studied extract of a Ashwagandha that helps to inhibit fatigue and physical tension from everyday stress.
283	1	Comment:	Cardiovascular disease is one of the leading causes of morbidity and mortality in the UK, as well as in the developed and the developing world.
286	1	Comment:	Dizziness from nasal and sinus pressure usually can be seen on a good nasal examination and a CT of the sinuses.
287	0	Comment:	Students actually benefit from study through an STS approach.
296	1	"Comment: ""laws"" is a metonymy for ""rule of law"", which is a state"	This meeting establishes the laws which govern the church and the priorities for the coming year.
306	0	Comment:	My grandparents rest beneath a stone that shows a farmer plowing with a mule, an emblem of the way they began their lives together back in the 1930s.
320	1	Comment:	Phobia like fear from crowd, fear from insects, fear from height etc all contribute in developing the anxiety disorder.
332	1	Comment:	The hidden preamble or timing signal is employed to mark the time of commencement of the transmission of information pulses from a transmitter.
335	1	Comment:	Doe's confrontation with the flight attendant caused a commotion on the plane, prolonged the flight's delay, and added to the aggravation already being felt by the passengers and crew.
344	1	Comment:	The increase of the signal might correspond to formation of the high-density excitons, while the reduction of the signal originates from the relaxation.
345	1	Comment:	We estimate a wind speed associated with the devastation caused by the tornado.
347	1	Comment:	The basic indicator of the health condition of trees, stands and forests is tree defoliation.
348	1	Comment:	The deficits are caused by people saving too much of their money.
349	0	Comment:	A teacher writes a whole number less than 50000 on the blackboard.
352	1	Comment:	Heat, wind and smoke cause flight delays.
353	1	Comment:	In developing countries four-fifths of all the illnesses are caused by water-borne diseases, with diarrhoea being the leading cause of childhood death.
359	1	Comment:	The destruction caused by the bombing of Attorney General Palmer's home.
371	1	Comment:	The second biggest factor affecting the sound produced by a drum is the tension at which the drum head is held against the shell of the drum.
376	1	Comment:	The largest landslide triggered by the earthquake is located approximately 32 kilometers southeast of Muzafarrabad in a tributary valley of the Jhelum River.
380	1	Comment:	The debris caused a crash on the Schuylkill, and it has been closed for hours because of the mishap.
381	1	Comment:	A fire triggered by the blasts damaged eight buildings at the plant, including one that was burned down.
391	1	Comment:	Mechanical faults caused delays and cancellations on Wellington's suburban train services this morning.
400	1	Comment:	Relieve spinal stenosis by enlarging the spinal canal to relieve pressure on the spinal cord that has been caused by a herniated or bulging disc.
413	0	Comment:	A surgeon carefully applies the splints to the forearm.
421	1	Comment:	Passengers have rights in the event of a delay or cancellation that has been caused by the airline.
422	0	Comment:	The supreme court has applied the protections of this amendment to the states through the Due Process Clause of the Fourteenth Amendment.
428	1	Comment:	However Susanoo was in sorrow after the loss of his mother and he was raging in his kingdom.
429	1	Comment:	But the earthquake triggered by the eruption of Thera struck first.
432	1	Comment:	Diabetes mellitus is one of the leading causes of irreversible blindness worldwide, and, in the United States.
439	0	Comment:	The winemaker carefully chose grapes from different lots in the vineyards and blended them into this wonderful Pinot.
443	1	Comment:	Getting help has reduced the time to reverse all the irritation that had been caused by the fungus.
448	1	Comment:	On the other hand, the higher the satisfaction from the purchase, the greater the benefit of word-of-mouth referrals and repeat purchasing.
451	0	Comment: restaurant is a metonymy for people working there.	The restaurant first cleaned the floor with a company-approved cleaning agent before the COF test was conducted.
453	1	Comment:	District Judge without a jury and judgment was entered for the defendants on the ground that the accident was caused by the plaintiff's own negligence.
456	0	Comment: The plane is using nuts as fuel.	In this manner, nuts from the Amazon powered a plane.
463	1	Comment:	The children descend the ladder after hearing the fire alarm which has been triggered by the wood work workshop catching fire.
464	0	Comment:	The guys catch the shad with gill nets.
471	0	Comment:	Some of the nurses drank the alcohol out of jars containing diseased human viscera.
473	0	Comment:	The NRC, RSO, and the First Bank representative accessed the vault with the key.
481	0	Comment: as fuel for vehicle and toner for printer water is an Instrument instead of a part.	The hookah filters the smoke through water, making the end result much less harsh and allowing the flavor of the smoke to really come through.
484	1	Comment:	The incident caused a brief sensation on the Web among people suspicious that it was a political commentary.
488	0	Comment: the hairdresser does not cause excessive damage, because he/she uses toners.	A hairdresser fine-tunes your hair color without causing excessive damage by using toners.
489	0	Comment:	Students locate these cities on the large map (B2) with assistance from the teacher (B14) marking them with colored pushpins.
496	0	Comment:	The recipient receives the call through a miniature radio receiver carried on his person, the receiver having a built-in ferritic antenna.
500	1	Comment:	"And this is frequently cited as ""proof"" that saturated fats and cholesterol cause heart disease."
507	0	Comment:	Cigarettes are used by women in order to relax, to avoid gaining weight, and to appear attractive, mature and feminine.
508	1	Comment:	Many commercial soap, shower gel or cleanser products contain preservatives, colorants and chemicals that cause dryness, rashes, itchiness and roughness on the skin.
509	0	Comment:	Bitewing x-rays are used by dentists in order to determine if any cavities exist within the mouth.
516	1	Comment:	Birchwood and Stockton Heath were called to the scene after pyrotechnics used during one of the performances caused a fire on the main stage.
517	1	Comment:	Like a catch-22 the worst part is that acne causes stress and stress triggers acne breakouts.
518	1	Comment:	The US patent system is in a crisis that has been caused by the flood of patent applications being filed at the USPTO every year.
520	0	Comment:	The size of the scissors used by a beginning stylist for learning to cut the hair is actually determined more by the size of his or her hands.
528	1	Comment:	Viral gastroenteritis is a highly contagious infection of the intestines caused by one of several viruses.
536	1	Comment:	Diet fizzy drinks and meat cause heart disease and diabetes.
537	1	Comment:	We explore the experience of grief after the loss of a parent and offers support; we also make simple suggestions, and we provide a place for sharing memories.
540	1	Comment:	The war mentality was generated by the Iraq war in combination with the constant drum beat of fear at home.
541	0	Comment:	The authors assessed the reliability of the basic diagnostic methods in series of 181 patients with bladder tumoursas compared with operative findings.
545	1	Comment:	Preeclampsia is still one of the leading causes of maternal mortality.
551	1	Comment:	The demolition was the cause of terror and communal divide is just a way of not letting truth prevail.
559	1	Comment:	The outbreak resulted in 256 deaths and 3,402 injuries.
567	0	Comment:	The priest mixes the Holy Oil and the wine with a spoon and pours it into small containers, as many as there be priests.
576	1	Comment:	Sip the tea slowly to reduce stomach pain from indigestion, bloating and feeling of fullness.
577	0	Comment:	The teacher covers the candle with a tall glass.
578	1	Comment:	Alcohol, substance abuse and poverty all lead to child abuse.
579	1	Comment:	The ATM malfunction caused a rush on the ATM machine until the police sealed off the area.
588	0	Comment: implicit usage.	All psychiatrists are familiar with antipsychotic, anti-anxiety, and antidepressant medications, whose origins date to the 1950s.
590	0	Comment:	The assigned cashier code serves to identify the cashier using the electronic cash register.
593	1	Comment:	Sodium causes fluid retention, which can lead to edema (swelling), increased blood pressure, and in those susceptible patients, congestive heart failure.
602	1	Comment:	In businesses generally the third party claims for the damages that has been caused by the company vehicle.
605	0	Comment: The reseachers did not produce the paper itself, they use it.	Stanford researchers have coated paper with carbon nanotubes and silver nanowires to serve as electricity storage devices.
609	0	Comment:	The therapist treats the patient with a certain kind of manual therapy.
610	0	Comment:	The program assists separating families in high conflict over parenting arrangements.
616	1	Comment: redistribution caused by law	The law established a major redistribution of territorial sovereignty within the Empire.
617	1	Comment:	Infectious mononucleosis due to the Epstein-Barr virus causes exudative tonsillitis or pharyngitis in about one-half of cases.
622	1	Comment:	"During the trial, the prosecution presented ""pictures of burning bodies and human remains as well as images of the explosion triggered by the Pentagon crash."
625	1	Comment:	Extensive damage at the mine has been caused by the strikers.
634	0	Comment:	The dominant method that the Roman mathematicians used to identify a year for dating purposes was to name it after the two consuls who took office in it.
641	0	Comment:	A person regains the movement roughly equal to walking on solid ground by using snowshoes.
643	1	Comment: modality is outside	I too, get a headache from wine, and was always told that it was the sulfites.
644	0	Comment:	Incandescent bulbs work by using electricity to heat a tungsten filament in the bulb until it glows.
651	0	Comment:	A girl plays her violin on a pogo stick.
657	1	Comment:	Describing all of the harm caused by the hurricane has filled entire books so this Web page summarizes the total damage and focuses on the damage incurred on Long Island, New York.
665	1	Comment:	Information is included on the disease caused by the organism, its transmission, geographical distribution, and hosts.
668	0	Comment:	Builders use a paste like adhesive (known in the building trade as mud) to fix the plasterboard to the wall.
671	1	Comment:	Infection is one of the commonest causes of death in burn patients, particularly.
674	1	Comment:	I was diagnosed with bipolar disorder following a breakdown triggered by the sudden death of my brother six years ago.
675	0	Comment:	More recently, starter manufacturers have attached the flange with a number of capscrews to the main housing thus allowing a finite number of position.
686	1	Comment:	The reactor meltdown caused a chain reaction that destroyed all the towers in the network.
693	1	Comment:	Convulsions that occur after DTaP are caused by a fever.
704	1	Comment:	As the vehicles caught fire after the collision, the transformers began to explode one after the other.
706	1	Comment:	Fog or smoke cause irritation to those with respiratory sensitivity.
714	1	Comment:	The sinking resulted in the loss of 112 lives, including those of 28 Americans.
719	1	Comment:	Chronic daily headaches are tension headaches or headaches which are caused by taking too many pain killers.
721	0	Comment:	Human rights advocates lit a flame to press the international community - especially China - to bring security to Darfur, Sudan.
732	0	Comment:	The Etruscan craftsmen marked their wares with ink marks.
736	1	Comment:	Pneumococcal meningitis is caused by pneumococcus bacteria, which also cause several diseases of the respiratory system, including pneumonia.
746	1	Comment:	Also (on a proportional basis) the rainbow caused by the spray appeared smaller than that of the other rainbow.
756	1	Comment:	The changes now seen in the endometrium are caused by a hormone called progesterone.
758	1	Comment:	The waste, a mixture of gasoline, water and caustic soda, gave off toxic fumes.
772	1	Comment:	Weak ligaments are caused by problems with collagen (protein fibres in the ligaments).
776	1	Comment:	This article discusses the ethics of the Soldier of Fortune's guns-for-hire advertisements that resulted in several murders across the United States.
793	0	Comment:	Philosophy is a special kind of discourse that uses language in order to give us access to extra-linguistic truth.
799	0	Comment:	A mechanic attaches a socket wrench to a bolt.
802	1	Comment:	The battle caused a panic on the frontier, and settlers in the surrounding counties fled.
806	1	Comment: Cause-Effect (satisfies c - Objects emitting radiation/heat/light... are regarded as Causers of such emissions)	For decades, most of the nation's renewable power has come from dams, which supplied cheap electricity without requiring fossil fuels.
809	1	Comment:	The optical signal is generated by an externally modulated tunable laser, and introduced to the chip through a tapered fiber.
810	1	Comment:	The byelection was caused by the resignation of Boris Johnson following his election as mayor of London in May.
811	1	Comment:	Swissair was a victim of the clandestine wealth-transfer plaguing the productive sector as a result of the falling interest-rate structure caused by bond speculation.
817	1	Comment:	He received reports from the residence hall presidents regarding evacuation after the fire drill.
825	1	Comment:	The tsunamis triggered by the massive earthquakes plunged those provinces into crisis: the number of people dead and missing has reached to 245,782 people.
828	1	Comment:	We have to take into account the reality of the damage that has been caused by the deregulation of nutritional supplements.
837	1	Comment:	Estrogen dominance is one of the main causes of osteoporosis, cancer, ovarian cysts, fibroids and a host of other female problems in the U.S.
843	0	Comment: modality is outside	The young man watched the snow through the window, and he wanted to stay in that cafe forever.
845	0	Comment:	I joined the group which took the bus to Jura House Gardens for the start of our walk.
858	1	Comment:	The great news is that germs causing recreational water illnesses are killed by chlorine.
869	0	Comment: Presumably e1 also refers to e2 (Message-Topic), but lexical choice seems to focus on use of the subsection rather than its content.	Amendment 4 removed the subsection which applies the measure to partner authorities of local authorities.
877	1	Comment:	The disruption has been caused by a sensitivity reaction in the brain to an ingested substance.
878	1	Comment:	The enormous landslide, which was triggered by an exceptionally heavy rainfall event (500 mm in 24 h) on 30 October 1998.
879	0	Comment: implicit usage.	Most dieters are familiar with the usual weight loss formula: proper diet, adequate exercise, and a healthier lifestyle.
886	0	Comment:	Debt-to-income ratios are referred to as the guidelines that are used by mortgage lenders in order to determine your maximum mortgage amount.
895	0	Comment:	Even if an abstract theme is at the center of the poem, the poet still uses concrete imagery in order to make it more accessible.
897	1	Comment:	The heated gas caused a pyrolysis on the lower part of oil shale and produced shale oil and oil shale gas are escaped from the retort through exhaust pipe.
912	1	Comment:	The low oil prices caused the collapse of the wall and the Russian empire.
917	1	Comment:	The pain was caused by the parasite entering the body through the skin during bathing or drinking of infested water.
919	0	Comment:	Washer works with a single cup of water.
920	1	Comment:	The reaction starts at a rather low temperature ( + 5C), and the calorimeter is run from 40 to 130C.
937	0	Comment:	The psychiatrist killed him with the drugs she gave him.
939	0	Comment:	The restaurant creates dishes using farm fresh products and organic products found from local farms like Meadow Mountains and Haystack.
940	0	Comment:	I conducted a training seminar on energy efficiency best practices for engineers at the Pune Municipal Corporation.
955	1	Comment:	I derive a tremendous amount of joy from teaching students in the research laboratory.
959	1	Comment:	A very serious problem ensued from the events of the day.
963	1	Comment:	A first revolution was triggered by the growing use of reading and writing.
970	1	Comment:	The vibration caused by a heavy goods train on the Metropolitan Railway, which runs under the Exhibition premises, had shaken the figure off its balance.
976	1	Comment:	Voltage surges or spikes are caused by lightning, short circuits, power company equipment problems, and inductive spikes, among many other causes.
978	1	Comment:	The recovery is weak and fragile, and the economic and social damage caused by the crisis is long-lasting.
979	1	Comment:	The cutaneous mycoses are caused by a homogeneous group of keratinophilic fungi termed the dermatophytes.
980	1	Comment:	Recovery from the global economic crisis triggered by the collapse of Lehman Brothers was achieved with cooperation from Brazil, Russia, India and China.
981	1	Comment:	The microphone converts sound into an electrical signal.
995	1	Comment:	Swelling of the resin is caused by the expansion of the structure as a result of water (or other liquid) molecules penetrating the matrix.
996	1	Comment:	There were setbacks and technical problems that ensued from the location design, flooding, and moisture that plagued the winery and bumped up the investment cost beyond the initial budgetary estimates.
999	0	Comment:	The researchers studied the efficiencies of assessment through exams, particularly if the marking is routine or automated, are counterbalanced by its limitation.
1003	1	Comment:	We find evidence that Ernst suffered a thrombotic cardiovascular event, i.e., a myocardial infraction triggered by a blood clot.
1023	1	Comment:	The breakdown of the linear relation of J,1 D at peakeffect region indicates that the peakeffect originates from an addition pinning effect.
1031	0	Comment:	During camera adjustment, the surgeon accidentally tore the choroid and retina with a tissue forceps.
1035	1	Comment:	However, a headache from wine is often stronger and last longer due to several compounds.
1039	1	Comment:	The Maze procedure crates new pathways for the electrical impulses that trigger the heartbeat.
1045	1	Comment:	We discovered that my chronic migraines and neck pain were caused by the injuries I had sustained in my first car accident two and a half years ago.
1050	0	Comment:	Brainwashing techniques were used by some British interrogators during World War II.
1052	1	Comment:	The continuous rains had caused the overflow of Sulangaling River, a creek of the Muara Batang.
1058	1	Comment:	Sun and wind cause evaporation of water, causing rains, and this energy can be caught using hydroelectric power.
1062	1	Comment:	He schose the better approach: to be honest and understanding and to acknowledge the distress caused by the hallucinations or delusions.
1064	1	Comment:	Fatigue corrosion and stress corrosion are similar, as both are caused by external stresses applied to the pipe and occur inside of the pipe.
1074	0	Comment:	Previously, the end user machined the wrenches with a high-speed steel pull broach.
1080	0	Comment:	Her guardian angel went before her, lighting the road with a headlight-like lantern.
1081	1	Comment:	The best kept secret for avoiding abdominal weight gain due to stress is the use of adaptogens.
1094	1	Comment:	Vietnam's response on the toll caused by the earthquake in Sichuan, China.
1096	0	Comment:	Semiconductor tech diagnoses eye disease over the Internet.
1108	1	Comment:	Their analysis demonstrates beyond any doubt that the problem of unemployment has been caused by the state, not by any inherent flaws or failures in a free market.
1110	0	Comment:	Critics of the industry maintain that private military and security companies are used by governments in order to circumvent attention.
1111	0	Comment:	Historians use evidence and artifacts.
1117	1	Comment:	The inequality and poverty caused the riots in 2001.
1139	1	Comment:	It seems like the fever heat got pushed out from the body as rashes.
1141	0	Comment:	Visibly disturbed, the girl searched the room with the burning candle.
1142	0	Comment:	After the pottery is formed, either by a potter's wheel or more primitive means, it has been left to thoroughly dry.
1155	0	Comment: The apparatus takes panels and assembles them into a modular wall. The panels are raw materials.	The present invention concerns an apparatus that makes a modular wall using a plurality of panels.
1168	1	Comment:	The yellow discolouration has been caused by the damaging acidic properties of the low-grade mount used in the original frame.
1172	0	Comment:	With the recent invention of plastic core roller covers, the painter is able to complete an entire job no matter how large, with their original roller.
1176	0	Comment:	A man uses a microphone as he gives a speech.
1181	0	Comment:	The general reached the city by train from Worcester at 6, and was received by a delegation from the military of the city, accompanied by the Brigade Band.
1183	1	Comment:	The damage caused by the tsunami - at least the physical damage - is barely visible in some places.
1191	0	Comment:	The examiner lightly touched the cornea with a hand-held probe until a reading was automatically recorded.
1202	1	Comment:	The gaps in the rings are caused by resonance between the particles in the rings and the moons orbiting nearby.
1214	0	Comment:	This is how a politician uses tourism as an instrument for power.
1220	1	Comment:	The resulting conflict caused the destruction of the town, and The Conqueror, Wisecrack, Jackdaw and most of the citizens of the town were transported to a demon-dimension.
1222	1	Comment:	As the right front wheel of Senna's car hit the wall, the violent impact caused a torsion on the steering column, causing it to break.
1230	1	Comment:	The weather resulted in several deaths and hundreds of accidents.
1235	0	Comment:	A multi-purpose electrician pliers tool is crucial for severing any gauge wire with which the electrician is working.
1245	1	Comment:	Sixty five million years ago an asteroid caused the extinction of the dinosaurs.
1247	1	Comment:	Amtrak expects a normal rush hour after a fatal accident near Baltimore caused delays along the Northeast corridor.
1248	1	Comment:	As we saw earlier, helicobacter is responsible for causing stomach ulcer.
1249	1	Comment:	Over 90% of the cases of ringworm of the scalp are caused by Trichophyton tonsurans, a fungus that infects the hairs and causes them to break.
1252	1	Comment:	Many shoulder problems are caused by the breakdown of soft tissues in the shoulder region.
1255	1	Comment:	Tulip mania, in the 1600s, was caused by the massive influx of newly discovered Gold into Amsterdam from the new world: in particular the capture of the Spanish Treasury fleet.
1258	0	Comment:	The key matches the private key that the sender used to encrypt it.
1261	1	Comment:	Currently, there is no known cure for asbestos cancer but several mesothelioma treatment regimens have proven to be successful in helping the patient avoid pain and discomfort caused by the disease.
1272	0	Comment:	The players flew to Lexington on a plane separate from the team.
1273	1	Comment:	The patient experiences displaced emotional and financial deprivation as well as anger after the divorce.
1284	0	Comment:	This orange marigold was the flower that people used to remember their dead by.
1292	0	Comment:	The violinist produces sound by drawing a bow across one or more strings (which may be stopped by the fingers of the other hand).
1293	1	Comment:	Smoke is one of the leading causes of kidney failures.
1296	1	Comment:	Germs are microscopic organisms that cause sickness or disease.
1303	0	Comment:	MFX colours are implemented at the design stage, where the designer creates artwork using the MetalFX colour palettes and actions.
1305	1	Comment:	Yellow fever is caused by infection with yellow fever virus, which is transmitted by the bite of infected mosquitoes.
1327	1	Comment:	Even though his 16-month old suffered from severe burns on her body caused by boiling water spilled on her, father refuses to allow ambulance to take his daughter to Hadassah because 'rabbi advised otherwise'.
1343	0	Comment:	The painter continues adding paint on top of still wet paint rather than waiting a lengthy amount of time to allow each layer of paint to dry.
1349	0	Comment:	On the other hand, sentry tools are used by sentries in order to defend against spies.
1351	1	Comment:	Atopic dermatitis, the most common type of eczema, causes itchiness that's worse in the colder months.
1352	0	Comment:	A woman applies the patch to the skin of her abdomen or buttock for three and a half weeks.
1364	1	Comment:	Botulism is a rare but serious paralytic illness caused by a nerve toxin that is produced by the bacterium Clostridium botulinum.
1366	0	Comment:	Employees increasingly are turning to medication - and away from therapy - to treat depression.
1372	1	Comment:	The benefits from inflation which Professor Mulligan cites (e.g., bailing out underwater mortgagers) are better understood as a government sponsored transfer of wealth from savers to speculators.
1375	1	Comment:	The concerto comes from the pop of gas bubbles escaping the joints, snapping tendons and ligaments, and rickety arthritic joints.
1389	1	Comment:	A urinary tract infection (UTI) is the most common cause of bladder irritation.
1391	1	Comment:	The protest resulted in hours of traffic jams on Guangzhou's major roads, such as Guangyuanxi Lu, Huangshidong Lu and Dongfeng Lu.
1394	1	Comment:	Evacuees with disabilities had a difficult time conveying the trauma caused by the unexpected arrival of uniformed officers who ordered them out of their homes and sometimes forcibly removed them.
1398	1	Comment:	Highly viscous lavas lead to a violent eruption.
1402	0	Comment:	The artist's development toolkit is one of a series of interactive artist's tookits.
1404	1	Comment:	The cysts are caused by chronic inflammation of the perichondrium with production of serous fluid between the perichondrium and cartilage.
1406	1	Comment:	Some posters (e.g. number 18) encouraged the population of areas near the front to evacuate, thus avoiding the overcrowding and ensuing problems of food distribution and disease caused by the incoming refugees.
1408	1	Comment:	If a participant complaint is the source of an investigative lead, interim contact with the participant should be made by the investigator.
1411	1	Comment:	The violence has been caused by the Hutu militia who fled Rwanda after the genocide in that country and who have been in hiding in the forest in Congo.
1412	1	Comment:	The clock struck twelve with a loud chime that made me jump.
1420	0	Comment:	In Wuthering Heights by Emily Bronte's, the author uses repetition as a device to give us the full understanding of the characters.
1421	0	Comment: spray is used by the costumers to keep...	This is a homeopathic nasal spray which really helps customers keep their sinuses clear.
1426	1	Comment:	Signs placed at the flagpole island at the village square caused a stir on the Linglestown forum on PennLive.com.
1435	1	Comment:	Lena Basilone, a cook at Camp Pendleton, was in the hospital recovering from a severe kitchen burn after the spilling of scalding liquid on her feet.
1436	1	Comment:	Gross revenues from the selling of crude oil in 2003 reached US$11.508 billion or some 112.85 percent of the amount targeted in the 2003 state budget.
1437	1	Comment:	Whooping cough is another name for the pertussis, an infection of the airways caused by the bacteria bordetella pertussis.
1444	0	Comment:	The flames did not harm her, so her executioners killed her with a sword.
1446	1	Comment:	And it is why we are even prouder to announce that the appeal - thanks to the generosity of our readers - has raised 26,000 pounds, despite the hardship that has been caused by the recession.
1447	1	Comment:	The problems are caused by buffer overflows when parsing an overly long parameter.
1452	0	Comment:	University guarantees that the student accesses the subjects with the proper background.
1457	0	Comment:	In wire working, the artist creates shapes, using various sizes of wire.
1474	1	Comment:	Discussion ensued from the Florida contingent on the fact that very stringent landowner protection laws in Florida make it imperative that the highest supportable appraised vallue be offered first.
1478	0	Comment:	Cement mason means a person who finishes all concrete construction, such as floors, walls, ceilings, sidewalks, curbs and gutters.
1480	0	Comment:	The kids illuminated them with a candle.
1507	0	Comment: The secret is shared and it exists on its own, so it is an Intrument instead of an integral and functional part.	The relying website then forms a relationship using a shared secret with help of Diffie-Hellman (encryption) key exchange to make sure information is not compromised in transit.
1512	1	Comment:	We find the candle light creates a special atmosphere not only for food, but ambiance for a relaxing convivial meal as well.
1517	1	Comment:	Symptoms vary according to the degree of inflammation caused by the bacteria, ranging from slightly loose stools to bloody diarrhea, abdominal pain, and fever.
1521	1	Comment:	High winds caused delays and cancellations of some state ferries.
1522	1	Comment:	The front wheels are making a grinding noise.
1523	1	Comment:	Williams syndrome: a genetic disorder that results in selective cognitive impairment.
1526	0	Comment:	This simple script uses the DBI module in order to connect to a Mysql database, retrieves the results from a select query and display the results.
1529	0	Comment:	After receiving parental permission for the project, students treated the chickens with a mixture of salt and baking powder.
1532	0	Comment:	A ceramist bakes the porcelain in a tin foil and further heats it by placing it an oven.
