,sentence_source,label,predicted,ks_test,best_distribution,distribution_summary,bayesfactor,max_test,min_test,label_notes,sentence,e1,e2,e1_e2,likelihood_e1_arrow_e2,wiley_e1_arrow_e2,gov.au_e1_arrow_e2,abc.net.au_e1_arrow_e2,nationalgeographic_e1_arrow_e2,smh_e1_arrow_e2,oreilly_e1_arrow_e2,springer_e1_arrow_e2,edu_e1_arrow_e2,wikipedia_e1_arrow_e2,nejm.org_e1_arrow_e2,bbc_e1_arrow_e2,time_e1_arrow_e2,mit.edu_e1_arrow_e2,au.news.yahoo.com_e1_arrow_e2,skynews_e1_arrow_e2,economist_e1_arrow_e2,ncbi.nlm.nih.gov_e1_arrow_e2,nytimes_e1_arrow_e2,IMDB_e1_arrow_e2
10,8107,0,0,"KstestResult(statistic=0.73, pvalue=5.591308860353195e-09)","{'chi2': {'df': 1.3259500719930877, 'loc': 0.0040451090953665106, 'scale': 0.08238927360040438}}","          sumsquare_error         aic         bic  kl_div
chi2          5728.726065 -167.995127  117.300697     inf
gamma         5799.545131 -133.955712  117.534137     inf
lognorm       5826.379033 -133.108555  117.621845     inf
expon         5861.590776 -174.831084  114.791887     inf
invgamma      5952.056604 -124.498892  118.027326     inf",NaNe-Inf ,1,0.7038,dummy,The diseases are caused by gene mutations on the X chromosome.,diseases,gene mutations,diseases gene mutations,0,0.268292683,0.007971656,0.091226844,0.131701632,0.025348792,0.075038285,0.163802978,0.036489387,0.004045109,0.075508228,0.026802492,0.048113534,0.239209949,0.020715631,0.010335108,0.130804077,0.228813559,0.018303246,0.043659044
11,8108,1,1,"KstestResult(statistic=0.12473684210526316, pvalue=0.9337540183360492)","{'lognorm': {'s': 1.7206000794153307, 'loc': -4.618747443433801e-05, 'scale': 0.011420551495066447}}","          sumsquare_error         aic         bic  kl_div
lognorm       7097.842270  -45.660520  121.372352     inf
gamma         7340.618753  -83.392143  122.011366     inf
chi2          8148.315926 -143.142858  123.994741     inf
invgamma      8775.040227  -15.904932  125.402642     inf
expon        11357.725203  -42.674663  127.359952     inf",inf,1,1,dummy,"The pretexts offered were laughable, and the response caused scarcely a ripple on the flood of commentary on Washington's noble efforts to spread democracy.",response,ripple,response ripple,0,0.005088913,0.008118024,0.02291918,0.02219463,0.02665384,0.010139544,0.00440681,0.001663894,0.000825943,0.00142129,0.021492224,0.018532417,0.04855643,0.137989204,0.006107593,0.051540914,0.000169346,0.055246813,0.216585366
12,8116,0,1,"KstestResult(statistic=0.16631578947368422, pvalue=0.7018146706878836)","{'invgamma': {'a': 234.67047675708534, 'loc': -1.7332806973629187, 'scale': 500.4505639007477}}","          sumsquare_error         aic        bic  kl_div
invgamma      2099.152007 -100.529220  98.225462     inf
lognorm       2102.461058 -100.715940  98.255390     inf
gamma         2103.081422 -100.727586  98.260995     inf
t             2103.432861 -100.735640  98.264170     inf
norm          2103.434746 -102.734999  95.319748     inf",inf,1,1,dummy,"Lisa took great joy from laughing, volunteering at school, taking pictures, chatting, the Twins and Vikings, playing softball and volleyball, and time at Lake Vermilion.",joy,laughing,joy laughing,0,0.32737335,0.335511983,0.58423913,0.618343195,0.606944444,0.141038198,0.362126246,0.346897932,0.359728507,0.276609305,0.429844098,0.53164557,0.623306233,0.5,0.363694676,0.447154472,0.204545455,0.251020408,0.467939973
13,8118,1,1,"KstestResult(statistic=0.18842105263157893, pvalue=0.5533481669207445)","{'invgamma': {'a': 214.12259930637617, 'loc': -1.6852185251940046, 'scale': 505.83837485381764}}","          sumsquare_error        aic        bic  kl_div
invgamma      2156.156141 -89.991976  98.734541     inf
gamma         2157.428715 -90.097720  98.745752     inf
norm          2158.463231 -91.967899  95.810421     inf
t             2158.469566 -89.971285  98.754916     inf
lognorm       2158.598926 -90.006431  98.756055     inf",inf,1,1,dummy,The receiver was outputting the same tone to my Deva 5.,receiver,tone,receiver tone,0,0.59970127,0.40704501,0.730913642,0.83626142,0.877639278,0.480712166,0.608208955,0.704751735,0.611851852,0.852722772,0.851515152,0.839483395,0.575087311,0.695596682,0.540023895,0.914770192,0.436571429,0.608820709,0.907894737
14,8159,1,1,"KstestResult(statistic=0.24842105263157896, pvalue=0.23260545033482694)","{'cauchy': {'loc': 0.6836397034048739, 'scale': 0.15195964001748774}}","         sumsquare_error         aic        bic  kl_div
cauchy        717.585595  111.495022  74.886490     inf
t             730.823695   23.868282  78.178249     inf
norm          730.826819   21.866028  75.233891     inf
lognorm       731.395732   23.714841  78.193115     inf
gamma         732.245996   24.150321  78.215190     inf",3.67E+105,0.9797,0.2306,dummy,"The presentation uses animation to show how germs and microbes cause sickness, and outlines simple preventive measures.",microbes,sickness,microbes sickness,0,0.218614719,0.831600832,0.270072993,0.344262295,0.835962145,0.610017889,0.285412262,0.332467532,0.612121212,0.85476025,0.709046455,0.729257642,0.276453367,0.748427673,0.718349929,0.61443662,0.046629047,0.769230769,0.915700531
15,8175,0,1,"KstestResult(statistic=0.20684210526315788, pvalue=0.4360929166626901)","{'cauchy': {'loc': 0.8522905929794719, 'scale': 0.07088135927060177}}","          sumsquare_error         aic        bic  kl_div
cauchy        1357.537694  107.306276  86.999666     inf
t             1412.216410   47.637992  90.694374     inf
norm          1439.704931    3.086153  88.116213     inf
lognorm       1440.070714    4.850379  91.065479     inf
invgamma      1448.663390    3.729329  91.178512     inf",inf,0.9477,0.4248,dummy,"As a result, pollution from cars is causing serious health problems for Americans.",pollution,cars,pollution cars,0,0.670543962,0.843558282,0.95742862,0.486674392,0.870827286,0.869565217,0.530451866,0.895499619,0.999590145,0.853835022,0.921914358,0.65719697,0.811989101,0.715719064,0.840862423,0.768459435,0.336968375,0.859861592,0.995075328
16,8191,1,0,"KstestResult(statistic=0.16473684210526315, pvalue=0.7104250609681091)","{'gamma': {'a': 1.4390465183243453, 'loc': -0.001725417577887774, 'scale': 0.13036397959154997}}","          sumsquare_error        aic        bic  kl_div
gamma         1787.235454 -48.649706  95.169056     inf
chi2          1787.236180 -48.648241  95.169064     inf
expon         1796.958989 -43.373126  92.327708     inf
lognorm       1805.366978 -40.829830  95.360840     inf
invgamma      1811.476574 -39.013098  95.425030     inf",NaNe-Inf ,0.5104,0.9046,dummy,"Rain caused cancellation of the event in 1877, so enforcement of the new law had to wait until 1878.",rain,cancellation,rain cancellation,0,0.033417324,0.279588336,0.044284243,0.074630604,0.179810726,0.320642031,0.048261897,0.260999573,0.004175475,0.179251477,0.069069069,0.425974026,0.168539326,0.537837838,0.295525033,0.214659686,0.17358804,0.146726862,0.074603587
17,8204,0,0,"KstestResult(statistic=0.8673684210526316, pvalue=1.9750867608081535e-13)","{'chi2': {'df': 1.1796571047373972, 'loc': 0.00041216771006760195, 'scale': 0.005762850264810361}}","          sumsquare_error         aic         bic  kl_div
chi2        141806.885333 -209.830289  178.271184     inf
expon       151869.188063 -216.969329  176.629259     inf
lognorm     155429.088592 -281.353230  180.013929     inf
invgamma    163913.930928 -251.074072  181.023815     inf
t           172440.441458  -93.711671  181.987313     inf",NaNe-Inf ,1,0.8616,dummy,His trademark steam-engine puffing is revealed as a sound made by a viper spitting venom at his prey before swallowing her whole.,sound,viper,sound viper,0,0.006267524,0.003296153,0.006909851,0.062390261,0.008544343,0.004167343,0.004263793,0.001671461,0.000412168,0.011637175,0.000576263,0.014336918,0.011118092,0.013594409,0.001395036,0.00454713,0.006481525,0.006221915,0.000465647
18,8219,0,0,"KstestResult(statistic=0.53, pvalue=0.00010744421620390021)","{'chi2': {'df': 0.9241763110097483, 'loc': 0.5773273273273272, 'scale': 0.9677713348012382}}","          sumsquare_error         aic         bic  kl_div
chi2          3092.466560   18.106094  105.586738     inf
expon         3143.783894 -108.369463  102.955003     inf
invgamma      3231.012941 -125.139547  106.419445     inf
gamma         3232.763424 -125.344483  106.429736     inf
lognorm       3232.774538 -125.406753  106.429801     inf",NaNe-Inf ,0.9982,0,dummy,The deadly train crash was caused by terrorist attack.,crash,attack,crash attack,0,0.968468468,0.577327327,0.637599625,0.728448276,0.585507246,0.724525378,0.913415794,0.909683022,0.99671153,0.965438446,0.937306021,0.610470275,0.844414894,0.700564972,0.733258929,0.706597222,0.989423946,0.910379029,0.60745614
19,8234,0,0,"KstestResult(statistic=0.1563157894736842, pvalue=0.7680539587024826)","{'gamma': {'a': 1.7007464713653988, 'loc': -0.0012101558383812321, 'scale': 0.03878412223544318}}","          sumsquare_error         aic         bic  kl_div
gamma        14356.803764 -254.781766  134.756582     inf
chi2         14356.806582 -254.782348  134.756586     inf
lognorm      14449.665596 -246.860920  134.879081     inf
invgamma     14487.813914 -244.436664  134.929176     inf
expon        14536.453175 -250.002196  132.048418     inf",NaNe-Inf ,0.4127,0.8991,dummy,All the decking on the ramps need to be replaced (for the second time) because of the damage caused by the misuse of the facility.,damage,misuse,damage misuse,0,0.01404764,0.065822212,0.025854109,0.031600408,0.091703057,0.190072639,0.012573234,0.085797207,0.037974684,0.137600613,0.040247678,0.070918087,0.108742004,0.026158658,0.036817883,0.087870105,0.002449343,0.083850932,0.080188679
20,8236,0,1,"KstestResult(statistic=0.10157894736842105, pvalue=0.9887021309314682)","{'cauchy': {'loc': 0.8660215020089711, 'scale': 0.06480090081129793}}","          sumsquare_error        aic        bic  kl_div
cauchy        1748.349387  26.586299  91.806658     inf
t             1754.946714 -15.954883  94.822658     inf
norm          1776.884701 -46.119952  92.114259     inf
lognorm       1777.320216 -43.858805  95.063355     inf
invgamma      1787.782427 -42.674393  95.174870     inf",inf,0.9516,0.3466,dummy,These types of scripts help visually impaired individuals to get more enjoyment from programming because the action on-screen is described for them.,enjoyment,programming,enjoyment programming,0,0.868997534,0.486590038,0.704076231,0.680124224,0.614395887,0.99579363,0.934329952,0.95614274,0.946418171,0.807799443,0.85303186,0.821260583,0.975409415,0.875232775,0.893679364,0.897887324,0.86102719,0.775949367,0.775037745
21,8239,1,0,"KstestResult(statistic=0.97, pvalue=8.609344200000122e-25)","{'chi2': {'df': 4.024417431478419, 'loc': -0.011009991480292074, 'scale': 0.05871672883236248}}","          sumsquare_error         aic         bic  kl_div
chi2          2459.069165  -99.995035  101.232202     inf
gamma         2459.069322  -99.995060  101.232203     inf
expon         2459.842862  -84.060358   98.293740     inf
lognorm       2472.829709 -100.837322  101.338226     inf
invgamma      2475.275320 -101.597120  101.357008     inf",NaNe-Inf ,1,0.9997,dummy,"Seasonal and nocturnal migrations cause sleep deprivation in diurnal Swainson's thrush, Catharus ustulatus.",migrations,deprivation,migrations deprivation,0,0.101048405,0.115120275,0.401023891,0.010854753,0.192239859,0.034362766,0.069810968,0.322216245,0.09757887,0.482374768,0.2417962,0.462962963,0.238921002,0.18142652,0.206506365,0.309734513,0.06626506,0.433681073,0.312605042
22,8240,1,0,"KstestResult(statistic=0.28, pvalue=0.13078198983110167)","{'cauchy': {'loc': 0.9265538887033633, 'scale': 0.07109890472217112}}","         sumsquare_error         aic        bic  kl_div
cauchy       1047.537127  138.181812  82.074282     inf
t            1211.483412  -22.861882  87.781392     inf
norm         1211.484979  -24.858534  84.836978     inf
lognorm      1211.883553  -22.863737  87.787667     inf
gamma        1217.094444  -24.120375  87.869189     inf",NaNe-Inf ,0.9965,0.4363,dummy,"The aircraft was written off in the accident due to the severe impact caused by the KLM aircraft, and the resulting fire.",accident,impact,accident impact,0,0.98419326,0.880414313,0.611390285,0.940191388,0.652741514,0.934997645,0.948396095,0.970017637,0.986520069,0.687356322,0.553846154,0.891966759,0.870248194,0.964436407,0.600896861,0.916230366,0.996957813,0.569558101,0.395833333
23,8253,1,1,"KstestResult(statistic=0.22, pvalue=0.35996726199197715)","{'cauchy': {'loc': 0.9470474187990069, 'scale': 0.0622682231810343}}","         sumsquare_error         aic         bic  kl_div
cauchy       6553.296267  -16.773420  116.911283     inf
norm         6634.959325 -129.667061  117.146586     inf
t            6634.963826 -127.670807  120.091038     inf
lognorm      6635.940074 -127.726560  120.093833     inf
gamma        6649.668133 -129.322670  120.133099     inf",inf,0.9979,0.2793,dummy,"The airstrike also resulted in several secondary explosions, leading Marines at the site to suspect that the house may have contained homemade bombs.",airstrike,explosions,airstrike explosions,0,0.987775595,0.865139949,0.86631016,0.966527197,0.918806827,0.996644295,0.980562808,0.987234658,0.890327803,0.998431783,0.796992481,0.795918367,0.965700286,0.717948718,0.646567381,0.800810948,0.996477966,0.752084913,0.96694685
24,8257,0,0,"KstestResult(statistic=0.12052631578947369, pvalue=0.9480913032361812)","{'gamma': {'a': 0.6199823593242519, 'loc': 0.0007745408643695395, 'scale': 0.04218654364165275}}","          sumsquare_error         aic         bic  kl_div
gamma        17946.269047 -157.319743  138.996589     inf
lognorm      18501.171597 -177.616510  139.575174     inf
invgamma     18829.627341 -159.014579  139.909526     inf
expon        18863.918242 -205.176688  136.999657     inf
cauchy       19650.175597  -31.289962  137.775527     inf",NaNe-Inf ,0.1599,0.1565,dummy,The third conflict has been caused by the highly polluted wastewater from the industrial park around the town of Kemalpasha.,conflict,wastewater,conflict wastewater,0,0.00954439,0.157733538,0.043478261,0.090233019,0.033388293,0.029590515,0.010854342,0.010923319,0.006403741,0.003857245,0.020979021,0.013812478,0.082167832,0.084878381,0.008805031,0.019407559,0.001739213,0.019044885,0.000774541
25,8265,0,0,"KstestResult(statistic=0.33421052631578946, pvalue=0.04302060892572379)","{'gamma': {'a': 0.43761095941550165, 'loc': 0.00012974506879464447, 'scale': 0.08394041083765924}}","          sumsquare_error         aic         bic  kl_div
gamma         5544.004289   33.869765  116.677950     inf
chi2          6221.767348 -113.548193  118.869353     inf
lognorm       6311.199283  -67.413190  119.140515     inf
expon         6607.619595 -114.360849  117.068134     inf
invgamma      6972.937585  -71.213646  121.035022     inf",NaNe-Inf ,0.1121,0.2718,dummy,The Fujita Scale is used to rate the intensity of a tornado by examining the damage caused by the tornado after it has passed over a man-made structure.,damage,tornado,damage tornado,0,0.002013636,0.004897247,0.037993921,0.161412358,0.031206334,0.080159494,0.001922962,0.013640723,0.052478134,0.012811513,0.078295342,0.109354414,0.062990361,0.108072917,0.094281298,0.026668932,0.000129745,0.296169418,0.217914439
26,8288,0,1,"KstestResult(statistic=0.22105263157894736, pvalue=0.35782205417166657)","{'t': {'df': 5631753.421798743, 'loc': 0.6400485334831478, 'scale': 0.2913374084922567}}","         sumsquare_error        aic        bic  kl_div
t             774.928160  51.527756  79.291613     inf
norm          774.930286  49.525870  76.347226     inf
lognorm       774.957930  51.485639  79.292342     inf
gamma         775.779326  51.125020  79.312470     inf
chi2          776.477874  51.298400  79.329571     inf",inf,0.8898,0.688,dummy,This is one of the more common causes of hair loss caused by stress and when you are losing hair because of this your hair stops growing and lies dormant.,hair loss,stress,hair loss stress,0,0.989575465,0.879377432,0.401898734,0.692134831,0.291623578,0.917461726,0.98824411,0.897226754,0.500875657,0.735433071,0.196806012,0.517751479,0.797503467,0.822605965,0.19820246,0.69041769,0.996863554,0.610031631,0.036737055
27,8312,0,0,"KstestResult(statistic=0.73, pvalue=5.591308860353195e-09)","{'chi2': {'df': 1.231751561485135, 'loc': 1.9421309552397603e-05, 'scale': 0.07248826365226023}}","          sumsquare_error         aic         bic  kl_div
chi2          8894.302277 -177.019555  125.659133     inf
gamma         9403.690187 -144.760307  126.717268     inf
expon         9427.566331 -204.015770  123.821009     inf
lognorm       9651.846626 -177.624620  127.212163     inf
invgamma      9728.400306 -176.483862  127.362267     inf",NaNe-Inf ,1,0.9821,dummy,The colors of the rainbow are caused by the dispersion of light as it passes through a prism.,colors,dispersion,colors dispersion,0,0.199160168,0.108469539,0.159018855,0.029060751,0.02027558,0.035639413,0.24040404,0.017672151,1.94E-05,0.074074074,0.033912986,0.070601213,0.137980085,0.049314581,0.006636279,0.240674956,0.112760693,0.044805515,4.50E-05
28,8334,0,0,"KstestResult(statistic=0.15842105263157893, pvalue=0.7549077065433779)","{'gamma': {'a': 0.9271114965206338, 'loc': 0.005810633795720955, 'scale': 0.30059870666781585}}","          sumsquare_error        aic        bic  kl_div
gamma         1112.880198  10.816950  86.168404     inf
chi2          1113.317447  23.818070  86.175867     inf
expon         1118.163911   2.502076  83.313959     inf
lognorm       1120.253890  32.261690  86.293878     inf
invgamma      1140.661867  33.507602  86.636892     inf",NaNe-Inf ,0.7928,0.5995,dummy,"I won't tell you how much music means now, in these times, when you are battling depression from unemployment.",depression,unemployment,depression unemployment,0,0.042750929,0.678817734,0.615384615,0.051368095,0.188869153,0.424603175,0.041711893,0.14835843,0.086378738,0.04626109,0.316807739,0.591448931,0.283185841,0.666019417,0.058986335,0.720608575,0.005810634,0.489680083,0.212752115
29,8357,1,1,"KstestResult(statistic=0.2163157894736842, pvalue=0.38341976275299683)","{'cauchy': {'loc': 0.7172780712248014, 'scale': 0.12618067680297235}}","         sumsquare_error        aic        bic  kl_div
cauchy        973.587784  68.459733  80.683309     inf
t             997.281591 -19.075613  84.084607     inf
norm          997.287495 -21.078815  81.140280     inf
lognorm       997.696620 -19.122969  84.092512     inf
gamma        1001.331903 -19.516316  84.161616     inf",inf,0.9812,0.2207,dummy,"The collision resulted in two more crashes in the intersection, including a Central Concrete truck that was about to turn left onto College Ave.",collision,crashes,collision crashes,0,0.243856333,0.651445967,0.90947192,0.632135307,0.29216152,0.640552995,0.201142857,0.347018573,0.749633968,0.599400599,0.765441455,0.890281218,0.500455789,0.802336305,0.745244777,0.812452544,0.247943596,0.78229772,0.819065248
30,8361,0,1,"KstestResult(statistic=0.10736842105263159, pvalue=0.9809282154365903)","{'lognorm': {'s': 0.5166189973979594, 'loc': -0.00869286567793607, 'scale': 0.28370845183810783}}","          sumsquare_error        aic        bic  kl_div
lognorm       1255.674695 -11.043730  88.462114     inf
invgamma      1255.845031  -8.387103  88.464691     inf
gamma         1258.384027 -18.458496  88.503066     inf
chi2          1258.384254 -18.457584  88.503069     inf
cauchy        1272.612480  69.116808  85.772253     inf",inf,1,1,dummy,A good neck support pillow can be used while you are sleeping to remedy the neck pain which has been caused by the stresses and strains of your daily routine.,pain,strains,pain strains,0,0.524904215,0.180580762,0.466960352,0.308176101,0.182098765,0.169761273,0.519019987,0.272380952,0.28100471,0.111253197,0.203671329,0.245991984,0.522994652,0.727337872,0.235917457,0.348608838,0.371400199,0.206124185,0.091062965
