,sentence_source,label,predicted,ks_test,best_distribution,distribution_summary,bayesfactor,max_test,min_test,label_notes,sentence,e1,e2,e1_e2,likelihood_e2_arrow_e1,wiley_e2_arrow_e1,gov.au_e2_arrow_e1,abc.net.au_e2_arrow_e1,nationalgeographic_e2_arrow_e1,smh_e2_arrow_e1,oreilly_e2_arrow_e1,springer_e2_arrow_e1,edu_e2_arrow_e1,wikipedia_e2_arrow_e1,nejm.org_e2_arrow_e1,bbc_e2_arrow_e1,time_e2_arrow_e1,mit.edu_e2_arrow_e1,au.news.yahoo.com_e2_arrow_e1,skynews_e2_arrow_e1,economist_e2_arrow_e1,ncbi.nlm.nih.gov_e2_arrow_e1,nytimes_e2_arrow_e1,IMDB_e2_arrow_e1
10,8107,0,0,"KstestResult(statistic=0.2, pvalue=0.47553768242113037)","{'cauchy': {'loc': 0.9591665125057727, 'scale': 0.03543019168947899}}","          sumsquare_error         aic         bic  kl_div
cauchy        6459.534154  -51.301593  116.637475     inf
lognorm       6953.454505 -187.085040  120.981860     inf
t             6955.840064 -187.395498  120.988377     inf
norm          6955.909648 -189.404147  118.044128     inf
invgamma      6999.491015 -188.523132  121.107238     inf",NaNe-Inf ,0.9962,0.3742,dummy,The diseases are caused by gene mutations on the X chromosome.,diseases,gene mutations,diseases gene mutations,0,0.731707317,0.992028344,0.908773156,0.868298368,0.974651208,0.924961715,0.836197022,0.963510613,0.995954891,0.924491772,0.973197508,0.951886466,0.760790051,0.979284369,0.989664892,0.869195923,0.771186441,0.981696754,0.956340956
11,8108,1,1,"KstestResult(statistic=0.25, pvalue=0.22401243085946843)","{'t': {'df': 2.1499458506593867, 'loc': 0.9873557343648618, 'scale': 0.015658576628384255}}","          sumsquare_error         aic         bic  kl_div
t            13473.177696  186.832911  133.549643     inf
cauchy       13664.363063   92.959765  130.872921     inf
lognorm      17029.292175  -61.995212  138.000090     inf
norm         17064.973727  -69.915725  135.095420     inf
invgamma     17278.043264  -83.908417  138.275621     inf",inf,0.9963,0.9581,dummy,"The pretexts offered were laughable, and the response caused scarcely a ripple on the flood of commentary on Washington's noble efforts to spread democracy.",response,ripple,response ripple,0,0.994911087,0.991881976,0.97708082,0.97780537,0.97334616,0.989860456,0.99559319,0.998336106,0.999174057,0.99857871,0.978507776,0.981467583,0.95144357,0.862010796,0.993892407,0.948459086,0.999830654,0.944753187,0.783414634
12,8116,0,1,"KstestResult(statistic=0.51, pvalue=0.00022903126187412415)","{'chi2': {'df': 0.8702809411243492, 'loc': 0.3766937669376693, 'scale': 0.9157495542352241}}","         sumsquare_error         aic        bic  kl_div
chi2         2055.526192   32.217890  97.826432     inf
norm         2103.434746 -102.734999  95.319748     inf
t            2103.441751 -100.725787  98.264250     inf
gamma        2103.841997 -100.736779  98.267865     inf
lognorm      2105.156038 -100.698285  98.279729     inf",inf,0.9988,0,dummy,"Lisa took great joy from laughing, volunteering at school, taking pictures, chatting, the Twins and Vikings, playing softball and volleyball, and time at Lake Vermilion.",joy,laughing,joy laughing,0,0.67262665,0.664488017,0.41576087,0.381656805,0.393055556,0.858961802,0.637873754,0.653102068,0.640271493,0.723390695,0.570155902,0.46835443,0.376693767,0.5,0.636305324,0.552845528,0.795454545,0.748979592,0.532060027
13,8118,1,1,"KstestResult(statistic=0.2236842105263158, pvalue=0.34495393590459034)","{'expon': {'loc': 0.08522980812137439, 'scale': 0.22637168663631857}}","       sumsquare_error        aic        bic  kl_div
expon      2098.498151 -68.827111  95.275104     inf
chi2       2103.441469 -62.137325  98.264248     inf
norm       2158.463231 -91.967899  95.810421     inf
t          2158.467366 -89.971337  98.754897     inf
gamma      2160.795681 -89.404165  98.775381     inf",inf,1,0.6965,dummy,The receiver was outputting the same tone to my Deva 5.,receiver,tone,receiver tone,0,0.40029873,0.59295499,0.269086358,0.16373858,0.122360722,0.519287834,0.391791045,0.295248265,0.388148148,0.147277228,0.148484848,0.160516605,0.424912689,0.304403318,0.459976105,0.085229808,0.563428571,0.391179291,0.092105263
14,8159,1,1,"KstestResult(statistic=0.85, pvalue=9.284795154940184e-13)","{'chi2': {'df': 3.095195143908688, 'loc': 0.06936547334866838, 'scale': 0.11833631686323837}}","          sumsquare_error        aic        bic  kl_div
chi2           700.314338  31.499007  77.368033     inf
gamma          700.314453  31.498781  77.368036     inf
lognorm        703.629151  37.508310  77.457754     inf
expon          703.979375  42.158750  74.522769     inf
invgamma       706.291325  38.260720  77.529504     inf",3.67E+105,1,0.9044,dummy,"The presentation uses animation to show how germs and microbes cause sickness, and outlines simple preventive measures.",microbes,sickness,microbes sickness,0,0.781385281,0.168399168,0.729927007,0.655737705,0.164037855,0.389982111,0.714587738,0.667532468,0.387878788,0.14523975,0.290953545,0.270742358,0.723546633,0.251572327,0.281650071,0.38556338,0.953370953,0.230769231,0.084299469
15,8175,0,0,None,,,NaNe-Inf ,0.9972,0,dummy,"As a result, pollution from cars is causing serious health problems for Americans.",pollution,cars,pollution cars,1,0.329456038,0.156441718,0.04257138,0.513325608,0.129172714,0.130434783,0.469548134,0.104500381,0.000409855,0.146164978,0.078085642,0.34280303,0.188010899,0.284280936,0.159137577,0.231540565,0.663031625,0.140138408,0.004924672
16,8191,1,0,"KstestResult(statistic=0.24157894736842106, pvalue=0.2598916519353257)","{'t': {'df': 16.055544506755677, 'loc': 0.8206643504448689, 'scale': 0.12949239584853592}}","          sumsquare_error        aic        bic  kl_div
t             1834.305296 -34.481340  95.662977     inf
norm          1837.364537 -45.789848  92.750200     inf
lognorm       1837.994688 -43.865913  95.701154     inf
invgamma      1849.129392 -45.174777  95.815910     inf
cauchy        1863.381620  11.012844  93.017353     inf",NaNe-Inf ,0.8571,0.8808,dummy,"Rain caused cancellation of the event in 1877, so enforcement of the new law had to wait until 1878.",rain,cancellation,rain cancellation,0,0.966582676,0.720411664,0.955715757,0.925369396,0.820189274,0.679357969,0.951738103,0.739000427,0.995824525,0.820748523,0.930930931,0.574025974,0.831460674,0.462162162,0.704474967,0.785340314,0.82641196,0.853273138,0.925396413
17,8204,0,0,"KstestResult(statistic=0.17, pvalue=0.6751561501065072)","{'t': {'df': 1.6370701057138137, 'loc': 0.9948308557538873, 'scale': 0.003492610774206346}}","          sumsquare_error         aic         bic  kl_div
t           172439.908419  -93.721343  181.987254     inf
cauchy      174888.145904 -166.486973  179.310673     inf
norm        209600.342235 -208.356531  182.750737     inf
lognorm     209659.054914 -205.777942  185.700497     inf
invgamma    214857.252442 -232.123899  186.165830     inf",NaNe-Inf ,0.968,0.9236,dummy,His trademark steam-engine puffing is revealed as a sound made by a viper spitting venom at his prey before swallowing her whole.,sound,viper,sound viper,0,0.993732476,0.996703847,0.993090149,0.937609739,0.991455657,0.995832657,0.995736207,0.998328539,0.999587832,0.988362825,0.999423737,0.985663082,0.988881908,0.986405591,0.998604964,0.99545287,0.993518475,0.993778085,0.999534353
18,8219,0,0,"KstestResult(statistic=0.2463157894736842, pvalue=0.24165833086586785)","{'expon': {'loc': 0.0032884700138997186, 'scale': 0.20476434358844567}}","         sumsquare_error         aic         bic  kl_div
expon        3100.807408 -108.366000  102.693476     inf
lognorm      3231.734242 -123.402398  106.423686     inf
norm         3232.880038 -127.328997  103.485982     inf
t            3232.897497 -125.332055  106.430524     inf
gamma        3232.901604 -125.293759  106.430548     inf",NaNe-Inf ,1,0.9852,dummy,The deadly train crash was caused by terrorist attack.,crash,attack,crash attack,0,0.031531532,0.422672673,0.362400375,0.271551724,0.414492754,0.275474622,0.086584206,0.090316978,0.00328847,0.034561554,0.062693979,0.389529725,0.155585106,0.299435028,0.266741071,0.293402778,0.010576054,0.089620971,0.39254386
19,8234,0,0,"KstestResult(statistic=0.2536842105263158, pvalue=0.2137235488571877)","{'norm': {'loc': 0.9352479383459464, 'scale': 0.04626453396701237}}","          sumsquare_error         aic         bic  kl_div
norm         14647.086756 -243.462314  132.192475     inf
lognorm      14648.187106 -240.370672  135.138342     inf
t            14654.841009 -225.003313  135.146970     inf
invgamma     14673.801509 -240.853933  135.171537     inf
cauchy       15221.005577 -197.688571  132.922740     inf",NaNe-Inf ,0.8348,0.9366,dummy,All the decking on the ramps need to be replaced (for the second time) because of the damage caused by the misuse of the facility.,damage,misuse,damage misuse,0,0.98595236,0.934177788,0.974145891,0.968399592,0.908296943,0.809927361,0.987426766,0.914202793,0.962025316,0.862399387,0.959752322,0.929081913,0.891257996,0.973841342,0.963182117,0.912129895,0.997550657,0.916149068,0.919811321
20,8236,0,1,"KstestResult(statistic=0.12052631578947369, pvalue=0.9480913032361812)","{'gamma': {'a': 1.6258149312699626, 'loc': -0.004480645498099695, 'scale': 0.10883463775730126}}","          sumsquare_error        aic        bic  kl_div
gamma         1724.892027 -54.404588  94.494451     inf
lognorm       1727.521163 -45.850401  94.523390     inf
invgamma      1727.918913 -42.858466  94.527764     inf
cauchy        1748.317020  26.519714  91.806306     inf
expon         1753.756749 -49.818525  91.865331     inf",inf,0.4335,0.9349,dummy,These types of scripts help visually impaired individuals to get more enjoyment from programming because the action on-screen is described for them.,enjoyment,programming,enjoyment programming,0,0.131002466,0.513409962,0.295923769,0.319875776,0.385604113,0.00420637,0.065670048,0.04385726,0.053581829,0.192200557,0.14696814,0.178739417,0.024590585,0.124767225,0.106320636,0.102112676,0.13897281,0.224050633,0.224962255
21,8239,1,0,"KstestResult(statistic=0.16842105263157894, pvalue=0.6884979252942335)","{'t': {'df': 7962818.743915461, 'loc': 0.7747103874678707, 'scale': 0.14522468585645243}}","          sumsquare_error         aic         bic  kl_div
t             2487.147662 -106.110173  101.447921     inf
norm          2487.162780 -108.112088   98.503597     inf
lognorm       2487.967025 -106.129039  101.454179     inf
gamma         2489.953854 -106.185010  101.469346     inf
invgamma      2494.435800 -106.312275  101.503515     inf",NaNe-Inf ,0.7449,0.4717,dummy,"Seasonal and nocturnal migrations cause sleep deprivation in diurnal Swainson's thrush, Catharus ustulatus.",migrations,deprivation,migrations deprivation,0,0.898951595,0.884879725,0.598976109,0.989145247,0.807760141,0.965637234,0.930189032,0.677783755,0.90242113,0.517625232,0.7582038,0.537037037,0.761078998,0.81857348,0.793493635,0.690265487,0.93373494,0.566318927,0.687394958
22,8240,1,0,"KstestResult(statistic=0.18842105263157893, pvalue=0.5533481669207445)","{'lognorm': {'s': 1.268340149445636, 'loc': -0.003506581818807261, 'scale': 0.1043048452845527}}","          sumsquare_error        aic        bic  kl_div
lognorm        944.415933  36.590417  83.049743     inf
gamma          945.055817  28.011301  83.062612     inf
invgamma       969.783111  48.773018  83.553353     inf
expon          978.210463 -10.981768  80.773309     inf
chi2          1005.916652  48.146932  84.248412     inf",NaNe-Inf ,1,1,dummy,"The aircraft was written off in the accident due to the severe impact caused by the KLM aircraft, and the resulting fire.",accident,impact,accident impact,0,0.01580674,0.119585687,0.388609715,0.059808612,0.347258486,0.065002355,0.051603905,0.029982363,0.013479931,0.312643678,0.446153846,0.108033241,0.129751806,0.035563593,0.399103139,0.083769634,0.003042187,0.430441899,0.604166667
23,8253,1,1,"KstestResult(statistic=0.24368421052631578, pvalue=0.25254886325876846)","{'gamma': {'a': 0.5245022955398662, 'loc': 0.0015682174594877157, 'scale': 0.11056087979670619}}","          sumsquare_error         aic         bic  kl_div
gamma         5126.805391    4.279821  115.191499     inf
lognorm       5423.201141  -36.927249  116.259366     inf
chi2          5506.555674 -112.347180  116.549174     inf
invgamma      5896.072677  -40.914327  117.847770     inf
expon         5953.024376 -116.588193  115.085976     inf",inf,0.2073,0.0877,dummy,"The airstrike also resulted in several secondary explosions, leading Marines at the site to suspect that the house may have contained homemade bombs.",airstrike,explosions,airstrike explosions,0,0.012224405,0.134860051,0.13368984,0.033472803,0.081193173,0.003355705,0.019437192,0.012765342,0.109672197,0.001568217,0.203007519,0.204081633,0.034299714,0.282051282,0.353432619,0.199189052,0.003522034,0.247915087,0.03305315
24,8257,0,0,"KstestResult(statistic=0.27631578947368424, pvalue=0.14273943200399586)","{'t': {'df': 1.0018367616693573, 'loc': 0.9867790706090992, 'scale': 0.0102757978806358}}","          sumsquare_error         aic         bic  kl_div
t            19660.477570  -29.277393  140.729924     inf
cauchy       19671.622310  -31.465551  137.796253     inf
norm         24756.951922 -201.289253  142.164908     inf
lognorm      24768.858328 -197.445303  145.118483     inf
invgamma     24865.538131 -200.899940  145.192500     inf",NaNe-Inf ,0.9914,0.653,dummy,The third conflict has been caused by the highly polluted wastewater from the industrial park around the town of Kemalpasha.,conflict,wastewater,conflict wastewater,0,0.99045561,0.842266462,0.956521739,0.909766981,0.966611707,0.970409485,0.989145658,0.989076681,0.993596259,0.996142755,0.979020979,0.986187522,0.917832168,0.915121619,0.991194969,0.980592441,0.998260787,0.980955115,0.999225459
25,8265,0,0,"KstestResult(statistic=0.17, pvalue=0.6751561501065072)","{'t': {'df': 5.917495321728655, 'loc': 0.940252850072155, 'scale': 0.06133302104799704}}","          sumsquare_error         aic         bic  kl_div
t             7546.306862  -61.356276  122.536434     inf
cauchy        7607.275362  -22.165714  119.744884     inf
lognorm       7696.081407 -105.501561  122.909841     inf
norm          7696.286827 -109.221425  119.965909     inf
invgamma      7747.419299 -113.676241  123.036163     inf",NaNe-Inf ,0.9834,0.9157,dummy,The Fujita Scale is used to rate the intensity of a tornado by examining the damage caused by the tornado after it has passed over a man-made structure.,damage,tornado,damage tornado,0,0.997986364,0.995102753,0.962006079,0.838587642,0.968793666,0.919840506,0.998077038,0.986359277,0.947521866,0.987188487,0.921704658,0.890645586,0.937009639,0.891927083,0.905718702,0.973331068,0.999870255,0.703830582,0.782085561
26,8288,0,1,"KstestResult(statistic=0.5773684210526315, pvalue=1.5960695853745044e-05)","{'chi2': {'df': 1.5590481250558952, 'loc': 0.0031364463843133812, 'scale': 0.17606488835208495}}","          sumsquare_error         aic        bic  kl_div
chi2           700.969155  104.660913  77.385790     inf
gamma          711.610652  106.537893  77.672064     inf
expon          733.962013   66.973322  75.315226     inf
lognorm        758.115595   74.253127  78.874858     inf
invgamma       760.788560   70.806185  78.941730     inf",inf,1,0.872,dummy,This is one of the more common causes of hair loss caused by stress and when you are losing hair because of this your hair stops growing and lies dormant.,hair loss,stress,hair loss stress,0,0.010424535,0.120622568,0.598101266,0.307865169,0.708376422,0.082538274,0.01175589,0.102773246,0.499124343,0.264566929,0.803193988,0.482248521,0.202496533,0.177394035,0.80179754,0.30958231,0.003136446,0.389968369,0.963262945
27,8312,0,0,"KstestResult(statistic=0.22, pvalue=0.35996726199197715)","{'cauchy': {'loc': 0.9563406537026743, 'scale': 0.036840195714424435}}","         sumsquare_error         aic         bic  kl_div
cauchy      10022.970805 -102.690379  124.984599     inf
norm        10392.046384 -220.271744  125.671662     inf
t           10392.076854 -218.276548  128.616156     inf
lognorm     10395.841261 -218.049076  128.623038     inf
gamma       10434.082330 -220.180040  128.692801     inf",NaNe-Inf ,0.9929,0.3169,dummy,The colors of the rainbow are caused by the dispersion of light as it passes through a prism.,colors,dispersion,colors dispersion,0,0.800839832,0.891530461,0.840981145,0.970939249,0.97972442,0.964360587,0.75959596,0.982327849,0.999980579,0.925925926,0.966087014,0.929398787,0.862019915,0.950685419,0.993363721,0.759325044,0.887239307,0.955194485,0.999955041
28,8334,0,0,"KstestResult(statistic=0.28, pvalue=0.13078198983110167)","{'cauchy': {'loc': 0.81770724255319, 'scale': 0.16288022213127717}}","         sumsquare_error        aic        bic  kl_div
cauchy       1205.839860  73.277448  84.748237     inf
norm         1212.827167 -14.727114  84.858016     inf
t            1212.832388 -12.731372  87.802537     inf
lognorm      1213.151450 -12.753505  87.807535     inf
gamma        1214.192399 -12.365839  87.823831     inf",NaNe-Inf ,0.9952,0.1538,dummy,"I won't tell you how much music means now, in these times, when you are battling depression from unemployment.",depression,unemployment,depression unemployment,0,0.957249071,0.321182266,0.384615385,0.948631905,0.811130847,0.575396825,0.958288107,0.85164157,0.913621262,0.95373891,0.683192261,0.408551069,0.716814159,0.333980583,0.941013665,0.279391425,0.994189366,0.510319917,0.787247885
29,8357,1,1,"KstestResult(statistic=0.1431578947368421, pvalue=0.8476224478692124)","{'expon': {'loc': 0.09052808046940486, 'scale': 0.29724356748117453}}","          sumsquare_error        aic        bic  kl_div
expon          948.492806  -0.341470  80.187147     inf
lognorm        951.352987  -2.800946  83.188795     inf
invgamma       952.870063  -1.287118  83.219069     inf
chi2           963.957596  20.443341  83.438875     inf
cauchy         973.592373  68.429531  80.683399     inf",inf,1,0.5998,dummy,"The collision resulted in two more crashes in the intersection, including a Central Concrete truck that was about to turn left onto College Ave.",collision,crashes,collision crashes,0,0.756143667,0.348554033,0.09052808,0.367864693,0.70783848,0.359447005,0.798857143,0.652981427,0.250366032,0.400599401,0.234558545,0.109718782,0.499544211,0.197663695,0.254755223,0.187547456,0.752056404,0.21770228,0.180934752
30,8361,0,1,"KstestResult(statistic=0.17, pvalue=0.6751561501065072)","{'cauchy': {'loc': 0.7499897697936921, 'scale': 0.08574858758045448}}","          sumsquare_error        aic        bic  kl_div
cauchy        1272.636568  69.135581  85.772613     inf
lognorm       1300.875007 -12.679046  89.134032     inf
t             1301.058731 -13.026426  89.136715     inf
norm          1301.063597 -15.032033  86.192347     inf
invgamma      1310.253310 -13.068884  89.270516     inf",inf,0.964,0.3269,dummy,A good neck support pillow can be used while you are sleeping to remedy the neck pain which has been caused by the stresses and strains of your daily routine.,pain,strains,pain strains,0,0.475095785,0.819419238,0.533039648,0.691823899,0.817901235,0.830238727,0.480980013,0.727619048,0.71899529,0.888746803,0.796328671,0.754008016,0.477005348,0.272662128,0.764082543,0.651391162,0.628599801,0.793875815,0.908937035
31,8373,0,0,"KstestResult(statistic=0.17105263157894737, pvalue=0.6692632104226901)","{'t': {'df': 2.82722309236381, 'loc': 0.8809534114785069, 'scale': 0.09710327178056474}}","          sumsquare_error        aic        bic  kl_div
t             1396.294596  90.414943  90.478945     inf
norm          1429.759321  23.635139  87.984504     inf
lognorm       1429.978664  26.649987  90.931858     inf
cauchy        1444.102372  81.704179  88.174158     inf
invgamma      1447.408839  21.251086  91.162051     inf",NaNe-Inf ,0.96,0.8419,dummy,The damage caused by a bullet depends on the amount of energy which it transfers to the tissues.,damage,bullet,damage bullet,0,0.98689283,0.979054827,0.95706078,0.837531486,0.830007981,0.527602524,0.991080278,0.939422181,0.875979714,0.930906082,0.834080717,0.729386892,0.8138833,0.981904895,0.869436202,0.817403709,0.998951992,0.748096657,0.404844291
